0b0010010110111100,8000,3.3844478347503258e-18,2.9545123787901252e-18
0b0010010110111100,4000,1.7657939740279943e-18,1.4955308122154688e-18
0b0010010110111100,2000,1.062899654532794e-18,8.513319597201128e-19
0b0010010110111100,1000,7.914373920630579e-19,6.038271360593084e-19
0b0010010110111100,500,6.7713187475624495e-19,5.004052871572702e-19
0b0010010110111100,400,6.548984745738586e-19,4.802389286711129e-19
0b0010010110111100,320,6.366699323272183e-19,4.6365695603104285e-19
0b0010010110111100,200,6.098652075658873e-19,4.392980032408492e-19
0b0010010110111100,100,5.868856845543105e-19,4.18375898117245e-19
0b1001001010000010,8000,3.2557010670449843e-18,2.817039502888461e-18
0b1001001010000010,4000,1.6532457555553813e-18,1.3749668480601826e-18
0b1001001010000010,2000,9.534826118013977e-19,7.338126471253784e-19
0b1001001010000010,1000,6.694818354715889e-19,4.736267196163898e-19
0b1001001010000010,500,5.437799725477582e-19,3.5872411097901645e-19
0b1001001010000010,400,5.190447641229121e-19,3.360367117368754e-19
0b1001001010000010,320,4.988993692367242e-19,3.175287146829571e-19
0b1001001010000010,200,4.680307578466375e-19,2.890757524356605e-19
0b1001001010000010,100,4.404647150369325e-19,2.6354632147848256e-19
0b1101011001111110,8000,3.345924380858707e-18,2.9118057114849645e-18
0b1101011001111110,4000,1.7243921908548942e-18,1.450125709649879e-18
0b1101011001111110,2000,1.0208680344284355e-18,8.052755079070795e-19
0b1101011001111110,1000,7.417197420179362e-19,5.500103465481197e-19
0b1101011001111110,500,6.23053051111594e-19,4.421820005596645e-19
0b1101011001111110,400,6.002631651987945e-19,4.214605658743343e-19
0b1101011001111110,320,5.813836877568445e-19,4.042230464843972e-19
0b1101011001111110,200,5.530004794513876e-19,3.782634427172742e-19
0b1101011001111110,100,5.289462088911537e-19,3.5625885821499416e-19
0b1000110011101110,8000,3.35764077389318e-18,2.9315131203265223e-18
0b1000110011101110,4000,1.738143684637525e-18,1.4717935814628598e-18
0b1000110011101110,2000,1.0424181754989668e-18,8.348315588248348e-19
0b1000110011101110,1000,7.697038437051679e-19,5.8610649745528765e-19
0b1000110011101110,500,6.522625265961568e-19,4.795514019195261e-19
0b1000110011101110,400,6.291189322486505e-19,4.584980361408233e-19
0b1000110011101110,320,6.103415055438443e-19,4.413621750087749e-19
0b1000110011101110,200,5.826313875689446e-19,4.1611636623144713e-19
0b1000110011101110,100,5.582592049001217e-19,3.938197516692511e-19
0b1100000100001100,8000,3.2960133162793996e-18,2.870130875280893e-18
0b1100000100001100,4000,1.684796280157424e-18,1.4185237135914293e-18
0b1100000100001100,2000,1.0042134186130786e-18,7.967272906002876e-19
0b1100000100001100,1000,7.299286175161816e-19,5.46424530984478e-19
0b1100000100001100,500,6.045974236226659e-19,4.319671581235919e-19
0b1100000100001100,400,5.794319757824865e-19,4.0889086849511015e-19
0b1100000100001100,320,5.58959893316835e-19,3.900691579779989e-19
0b1100000100001100,200,5.292438267518594e-19,3.628185570254787e-19
0b1100000100001100,100,5.035741808436762e-19,3.3921643601935167e-19
0b1110011101000001,8000,3.369190882632215e-18,2.9309723646736658e-18
0b1110011101000001,4000,1.7450284316987245e-18,1.4668518723721185e-18
0b1110011101000001,2000,1.0400192742657458e-18,8.204771740890721e-19
0b1110011101000001,1000,7.649986150130525e-19,5.692590650111801e-19
0b1110011101000001,500,6.4898798579277385e-19,4.64051196492977e-19
0b1110011101000001,400,6.264188348721676e-19,4.435398121533713e-19
0b1110011101000001,320,6.077254637629589e-19,4.264691260330402e-19
0b1110011101000001,200,5.793260732686136e-19,4.0049534097743584e-19
0b1110011101000001,100,5.549893156012282e-19,3.781903244020604e-19
0b1001110000100000,8000,3.3248794246304995e-18,2.8989495362956495e-18
0b1001110000100000,4000,1.7043652151230265e-18,1.438120625591342e-18
0b1001110000100000,2000,1.0211883527798293e-18,8.136981402489942e-19
0b1001110000100000,1000,7.473289075146368e-19,5.638182789762295e-19
0b1001110000100000,500,6.229184469384739e-19,4.502934219531357e-19
0b1001110000100000,400,5.979860781638979e-19,4.2744364673342866e-19
0b1001110000100000,320,5.776709929877967e-19,4.0878945655745606e-19
0b1001110000100000,200,5.480971114842453e-19,3.8166925873905884e-19
0b1001110000100000,100,5.229059652596923e-19,3.585478916231922e-19
0b1011011010101000,8000,3.357642182914244e-18,2.931630478378874e-18
0b1011011010101000,4000,1.7373608637095632e-18,1.4709892454366345e-18
0b1011011010101000,2000,1.0443400695035973e-18,8.367853884640549e-19
0b1011011010101000,1000,7.709036411524483e-19,5.873201839974873e-19
0b1011011010101000,500,6.518292804573645e-19,4.791530398386564e-19
0b1011011010101000,400,6.2819134080868e-19,4.575915123629208e-19
0b1011011010101000,320,6.089074043143323e-19,4.399651062296966e-19
0b1011011010101000,200,5.805645045946903e-19,4.1408656003968727e-19
0b1011011010101000,100,5.564113679874193e-19,3.9199813311942036e-19
0b0011011100001010,8000,3.381385429919931e-18,2.9433551660337296e-18
0b0011011100001010,4000,1.7545699876342362e-18,1.4764183865866397e-18
0b0011011100001010,2000,1.0520670251603354e-18,8.326027850932894e-19
0b0011011100001010,1000,7.768394561553968e-19,5.811717875111804e-19
0b0011011100001010,500,6.599761087637611e-19,4.750887996584529e-19
0b0011011100001010,400,6.373447636281736e-19,4.545157399856229e-19
0b0011011100001010,320,6.185938700470581e-19,4.373911686633434e-19
0b0011011100001010,200,5.90410492506705e-19,4.1162860956248375e-19
0b0011011100001010,100,5.669979724845187e-19,3.902483447787558e-19
