0b0,8000,1.2024776376929666e-19,3.2228490732487707e-19,2.976837398275331e-19,1.0512830762328506e-19,1.1505771113002045e-19,3.1131392441192703e-19,4.399921361551951e-19,1.8725623895146606e-19,4.399921361551951e-19,1.8725623895146606e-19,1.2277483826404418e-19,3.238835542019733e-19,1.2277483826404418e-19,3.238835542019733e-19
0b0,4000,2.6733452017429477e-20,1.1247445115236766e-19,1.1205821004435992e-19,2.6369386062048022e-20,3.3349072281882405e-20,1.2501757465548436e-19,1.8494056141182718e-19,6.260914502377292e-20,1.8494056141182718e-19,6.260914502377292e-20,2.684342794947448e-20,1.1237320644793933e-19,2.684342794947448e-20,1.1237320644793933e-19
0b0,2000,9.113936049948657e-21,4.8766022809288255e-20,4.8788058425934587e-20,9.056323185123822e-21,1.010901606419641e-20,5.101692909140382e-20,7.234547443874886e-20,1.929012533090881e-20,7.234547443874256e-20,1.929012533092166e-20,9.027533432080778e-21,4.8881413929060784e-20,9.027533432080778e-21,4.8881413929060784e-20
0b0,1000,4.3502507809287466e-21,2.3953868872684058e-20,2.3969762888040847e-20,4.325505586470523e-21,4.612606223675235e-21,2.4696369569940822e-20,3.096818507642771e-20,7.132991868719044e-21,3.096818507643621e-20,7.132991868688907e-21,4.279329977923392e-21,2.3994820340148936e-20,4.279329977923392e-21,2.3994820340143775e-20
0b0,500,2.1622134744786945e-21,1.1947936715464864e-20,1.1956307950531439e-20,2.1500775561133062e-21,2.284545984268921e-21,1.230544444464884e-20,1.4885143779988716e-20,3.298239839640081e-21,1.488514378002739e-20,3.2982398396203863e-21,2.1254256020383092e-21,1.1967848741917737e-20,2.1254256020165267e-21,1.1967848741937563e-20
0b0,400,1.7286345886770477e-21,9.55579540298298e-21,9.562527485683703e-21,1.718947198235431e-21,1.8260155774170825e-21,9.840961262954301e-21,1.1873833984208218e-20,2.622957718886518e-21,1.1873833984210714e-20,2.6229577189490294e-21,1.699209447895618e-21,9.571801749451335e-21,1.6992094479099897e-21,9.571801749464864e-21
0b0,320,1.3823336204291312e-21,7.643345019742574e-21,7.648746136346799e-21,1.3745929883347178e-21,1.4600191802777982e-21,7.871085679082693e-21,9.484239852090959e-21,2.091527900442768e-21,9.484239852083157e-21,2.0915278998036842e-21,1.358820965776507e-21,7.656216542729937e-21,1.3588209657997894e-21,7.656216542738638e-21
0b0,200,8.635752370932667e-22,4.776226636114494e-21,4.779608745692682e-21,8.587408462750224e-22,9.119909978279381e-22,4.918316170621075e-21,5.9184819928819176e-21,1.302955350446725e-21,5.91848199292636e-21,1.3029553504313573e-21,8.489351354314378e-22,4.784357778155364e-21,8.489351354182275e-22,4.7843577781877635e-21
0b0,100,4.316918123045397e-22,2.387892815174144e-21,2.3895987186391237e-21,4.292792016869189e-22,4.5586703449629345e-22,2.4588795432312482e-21,2.9569385541805125e-21,6.504151152400149e-22,2.956938554197413e-21,6.504151152381707e-22,4.244322709517709e-22,2.392031855127171e-21,4.244322709497071e-22,2.392031855131212e-21
0b1,8000,3.2228490732487707e-19,1.2024776376929666e-19,1.0512830762328506e-19,2.976837398275331e-19,3.1131392441192703e-19,1.1505771113002045e-19,1.872562389514774e-19,4.399921361552105e-19,1.872562389514774e-19,4.399921361552105e-19,3.238835542019733e-19,1.227748383036651e-19,3.238835542019838e-19,1.2277483830366515e-19
0b1,4000,1.1247445115236766e-19,2.6733452017429477e-20,2.6369386062048022e-20,1.1205821004435992e-19,1.2501757465548436e-19,3.3349072281882405e-20,6.2609145022479e-20,1.8494056141184507e-19,6.260914502377287e-20,1.849405614118649e-19,1.1237320644793933e-19,2.684342794947448e-20,1.1237320644793933e-19,2.684342794947448e-20
0b1,2000,4.8766022809288255e-20,9.113936049948657e-21,9.056323185123822e-21,4.878805842593457e-20,5.101692909140382e-20,1.0109016063211254e-20,1.9290125330908986e-20,7.234547443896265e-20,1.9290125330915013e-20,7.234547443897285e-20,4.88814139290607e-20,9.027533432090337e-21,4.88814139290607e-20,9.027533432090337e-21
0b1,1000,2.3953868872684058e-20,4.350250780278186e-21,4.3255055864704384e-21,2.3969762888040868e-20,2.4696369569940916e-20,4.612606223691279e-21,7.13299186869418e-21,3.09681850764602e-20,7.132991868681184e-21,3.096818507578315e-20,2.399482034089261e-20,4.279329977923556e-21,2.3994820340152677e-20,4.2793299779235585e-21
0b1,500,1.194793671404562e-20,2.1622134744642467e-21,2.150077556113131e-21,1.195630795053538e-20,1.2305444444648638e-20,2.2845459840141484e-21,3.298239839687959e-21,1.488514378003004e-20,3.298239839712086e-21,1.4885143780049828e-20,1.1967848741911694e-20,2.125425602303163e-21,1.1967848741944775e-20,2.1254256022949387e-21
0b1,400,9.555795402982893e-21,1.728634588674537e-21,1.7189471982491093e-21,9.562527485686672e-21,9.840961262533594e-21,1.8260155774636216e-21,2.6229577189279615e-21,1.1873833984160601e-20,2.6229577189204523e-21,1.1873833984189947e-20,9.571801749465258e-21,1.6992094479220945e-21,9.571801749235678e-21,1.6992094478780035e-21
0b1,320,7.643345019737157e-21,1.3823336204369982e-21,1.3745929883333118e-21,7.648746136343407e-21,7.871085679142888e-21,1.460019180243389e-21,2.0915278998637755e-21,9.484239852014863e-21,2.0915279004897366e-21,9.484239852085191e-21,7.656216542736842e-21,1.3588209657853658e-21,7.656216542735382e-21,1.358820965790097e-21
0b1,200,4.776226636134687e-21,8.635752370791243e-22,8.58740846278172e-22,4.7796087456766724e-21,4.918316170558384e-21,9.119909977750986e-22,1.3029553504296138e-21,5.918481992886664e-21,1.302955350467219e-21,5.91848199293225e-21,4.7843577786497204e-21,8.489351354754418e-22,4.7843577782152125e-21,8.489351354354381e-22
0b1,100,2.3878928151785872e-21,4.316918123031511e-22,4.292792016685472e-22,2.3895987186505175e-21,2.4588795433110844e-21,4.558670345109167e-22,6.504151151917348e-22,2.956938554148622e-21,6.504151152014544e-22,2.9569385541217257e-21,2.392031855219398e-21,4.2443227097052705e-22,2.392031855203183e-21,4.244322709412422e-22
