time,"I(RX1)","I(RX2)","I(RDC)","I(LQ|XI884)","I(LD|XI884)","I(LX|XI884)"
0.000000e+00,-0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-13,-8.771927e-12,-1.366889e-35,5.647688e-06,-4.047045e-32,-5.796074e-33,7.373711e-33
2.000000e-13,-5.399072e-11,5.529082e-35,1.129379e-05,2.610045e-31,1.653184e-32,-2.085483e-32
3.000000e-13,-1.695162e-10,1.768412e-34,1.693915e-05,4.687201e-31,9.581951e-32,-1.353181e-31
4.000000e-13,-3.623170e-10,3.508304e-34,2.258422e-05,-1.816769e-30,2.610787e-31,-6.743035e-31
5.000000e-13,-5.956611e-10,6.501821e-33,2.822941e-05,-5.610146e-30,3.064980e-30,-1.048365e-29
6.000000e-13,-8.105175e-10,1.015022e-31,3.387505e-05,-1.374720e-29,4.687874e-29,-1.628979e-28
7.000000e-13,-9.643899e-10,1.327632e-30,3.952117e-05,-2.988597e-29,6.211247e-28,-2.140047e-27
8.000000e-13,-1.053740e-09,1.495432e-29,4.516747e-05,-5.422808e-29,7.102233e-27,-2.412664e-26
9.000000e-13,-1.109497e-09,1.470156e-28,5.081362e-05,-1.039864e-28,7.095046e-26,-2.375069e-25
1.000000e-12,-1.177117e-09,1.281993e-27,5.645947e-05,-1.893107e-28,6.288669e-25,-2.073543e-24
1.100000e-12,-1.293920e-09,1.003824e-26,6.210503e-05,-6.393519e-28,5.006474e-24,-1.625365e-23
1.200000e-12,-1.470799e-09,7.128700e-26,6.775047e-05,-3.458624e-27,3.615822e-23,-1.155358e-22
1.300000e-12,-1.685105e-09,4.629293e-25,7.339597e-05,-2.119736e-26,2.388682e-22,-7.508904e-22
1.400000e-12,-1.890718e-09,2.767975e-24,7.904168e-05,-1.275894e-25,1.453393e-21,-4.492827e-21
1.500000e-12,-2.042551e-09,1.532833e-23,8.468760e-05,-7.208518e-25,8.192729e-21,-2.489342e-20
1.600000e-12,-2.121881e-09,7.901298e-23,9.033365e-05,-3.801472e-24,4.300179e-20,-1.283669e-19
1.700000e-12,-2.147015e-09,3.807772e-22,9.597967e-05,-1.876507e-23,2.110868e-19,-6.187554e-19
1.800000e-12,-2.163092e-09,1.722166e-21,1.016256e-04,-8.699825e-23,9.727953e-19,-2.798598e-18
1.900000e-12,-2.217744e-09,7.334636e-21,1.072713e-04,-3.800626e-22,4.223206e-18,-1.191737e-17
2.000000e-12,-2.336853e-09,2.950431e-20,1.129169e-04,-1.569255e-21,1.732347e-17,-4.792226e-17
2.100000e-12,-2.513277e-09,1.123987e-19,1.185626e-04,-6.140493e-21,6.732448e-17,-1.824615e-16
2.200000e-12,-2.713464e-09,4.064934e-19,1.242083e-04,-2.282694e-20,2.484918e-16,-6.593603e-16
2.300000e-12,-2.897097e-09,1.398646e-18,1.298541e-04,-8.079590e-20,8.729848e-16,-2.266370e-15
2.400000e-12,-3.038541e-09,4.587549e-18,1.355000e-04,-2.728375e-19,2.924983e-15,-7.424114e-15
2.500000e-12,-3.138696e-09,1.436986e-17,1.411459e-04,-8.806263e-19,9.363798e-15,-2.321859e-14
2.600000e-12,-3.221754e-09,4.305617e-17,1.467917e-04,-2.721358e-18,2.868903e-14,-6.943960e-14
2.700000e-12,-3.319731e-09,1.235894e-16,1.524375e-04,-8.064200e-18,8.425165e-14,-1.988845e-13
2.800000e-12,-3.453942e-09,3.403210e-16,1.580832e-04,-2.294785e-17,2.374933e-13,-5.462672e-13
2.900000e-12,-3.623553e-09,9.001394e-16,1.637289e-04,-6.279219e-17,6.434275e-13,-1.440652e-12
3.000000e-12,-3.806837e-09,2.289565e-15,1.693746e-04,-1.654206e-16,1.677438e-12,-3.652231e-12
3.100000e-12,-3.973621e-09,5.606463e-15,1.750204e-04,-4.200441e-16,4.212874e-12,-8.909617e-12
3.200000e-12,-4.101585e-09,1.322982e-14,1.806662e-04,-1.029178e-15,1.020349e-11,-2.093542e-11
3.300000e-12,-4.187565e-09,3.011290e-14,1.863121e-04,-2.435658e-15,2.385504e-11,-4.742566e-11
3.400000e-12,-4.248315e-09,6.617007e-14,1.919580e-04,-5.572968e-15,5.388524e-11,-1.036601e-10
3.500000e-12,-4.311090e-09,1.404856e-13,1.976038e-04,-1.233935e-14,1.177037e-10,-2.187793e-10
3.600000e-12,-4.399686e-09,2.883968e-13,2.032496e-04,-2.646091e-14,2.488237e-10,-4.461710e-10
3.700000e-12,-4.523447e-09,5.728539e-13,2.088953e-04,-5.500164e-14,5.094562e-10,-8.797873e-10
3.800000e-12,-4.674576e-09,1.101739e-12,2.145411e-04,-1.109025e-13,1.010998e-09,-1.678395e-09
3.900000e-12,-4.834308e-09,2.052885e-12,2.201868e-04,-2.170822e-13,1.945909e-09,-3.099486e-09
4.000000e-12,-4.983890e-09,3.708130e-12,2.258326e-04,-4.127938e-13,3.635050e-09,-5.543500e-09
4.100000e-12,-5.114210e-09,6.496655e-12,2.314784e-04,-7.630747e-13,6.594627e-09,-9.606834e-09
4.200000e-12,-5.229219e-09,1.104579e-11,2.371243e-04,-1.372193e-12,1.162598e-08,-1.613859e-08
4.300000e-12,-5.342004e-09,1.823446e-11,2.427701e-04,-2.401927e-12,1.992918e-08,-2.629138e-08
4.400000e-12,-5.466294e-09,2.924066e-11,2.484158e-04,-4.095210e-12,3.323732e-08,-4.155127e-08
4.500000e-12,-5.608351e-09,4.557038e-11,2.540616e-04,-6.805109e-12,5.396260e-08,-6.372780e-08
4.600000e-12,-5.763534e-09,6.905230e-11,2.597074e-04,-1.102819e-11,8.533838e-08,-9.488325e-08
4.700000e-12,-5.918982e-09,1.017823e-10,2.653531e-04,-1.744008e-11,1.315339e-07,-1.371840e-07
4.800000e-12,-6.060545e-09,1.460045e-10,2.709989e-04,-2.692976e-11,1.977131e-07,-1.926666e-07
4.900000e-12,-6.180048e-09,2.039237e-10,2.766447e-04,-4.062761e-11,2.900077e-07,-2.629279e-07
5.000000e-12,-6.279094e-09,2.774580e-10,2.822905e-04,-5.992129e-11,4.153792e-07,-3.487712e-07
5.100000e-12,-6.367782e-09,3.679537e-10,2.879363e-04,-8.645328e-11,5.813554e-07,-4.498627e-07
5.200000e-12,-6.459398e-09,4.759043e-10,2.935822e-04,-1.220943e-10,7.956487e-07,-5.644697e-07
5.300000e-12,-6.564126e-09,6.007251e-10,2.992280e-04,-1.688887e-10,1.065685e-06,-6.893548e-07
5.400000e-12,-6.684996e-09,7.406385e-10,3.048737e-04,-2.289714e-10,1.398098e-06,-8.198876e-07
5.500000e-12,-6.817814e-09,8.927171e-10,3.105195e-04,-3.044581e-10,1.798257e-06,-9.503978e-07
5.600000e-12,-6.954605e-09,1.053106e-09,3.161653e-04,-3.973172e-10,2.269914e-06,-1.074743e-06
5.700000e-12,-7.088397e-09,1.217420e-09,3.218111e-04,-5.092331e-10,2.815033e-06,-1.187012e-06
5.800000e-12,-7.216692e-09,1.381256e-09,3.274569e-04,-6.414751e-10,3.433844e-06,-1.282234e-06
5.900000e-12,-7.342020e-09,1.540757e-09,3.331027e-04,-7.947867e-10,4.125121e-06,-1.356951e-06
6.000000e-12,-7.469608e-09,1.693110e-09,3.387485e-04,-9.693087e-10,4.886650e-06,-1.409528e-06
6.100000e-12,-7.603747e-09,1.836890e-09,3.443942e-04,-1.164548e-09,5.715783e-06,-1.440128e-06
6.200000e-12,-7.744935e-09,1.972167e-09,3.500400e-04,-1.379399e-09,6.609990e-06,-1.450353e-06
6.300000e-12,-7.889280e-09,2.100356e-09,3.556858e-04,-1.612215e-09,7.567290e-06,-1.442670e-06
6.400000e-12,-8.030313e-09,2.223826e-09,3.613316e-04,-1.860934e-09,8.586481e-06,-1.419740e-06
6.500000e-12,-8.162124e-09,2.345348e-09,3.669774e-04,-2.123242e-09,9.667135e-06,-1.383861e-06
6.600000e-12,-8.282106e-09,2.467504e-09,3.726232e-04,-2.396758e-09,1.080939e-05,-1.336642e-06
6.700000e-12,-8.391999e-09,2.592159e-09,3.782690e-04,-2.679236e-09,1.201361e-05,-1.278981e-06
6.800000e-12,-8.496852e-09,2.720137e-09,3.839148e-04,-2.968760e-09,1.327999e-05,-1.211317e-06
6.900000e-12,-8.602614e-09,2.851126e-09,3.895606e-04,-3.263910e-09,1.460828e-05,-1.134021e-06
7.000000e-12,-8.713663e-09,2.983849e-09,3.952064e-04,-3.563899e-09,1.599763e-05,-1.047770e-06
7.100000e-12,-8.831432e-09,3.116435e-09,4.008522e-04,-3.868656e-09,1.744667e-05,-9.537402e-07
7.200000e-12,-8.954619e-09,3.246897e-09,4.064979e-04,-4.178849e-09,1.895373e-05,-8.535323e-07
7.300000e-12,-9.080605e-09,3.373610e-09,4.121437e-04,-4.495854e-09,2.051719e-05,-7.488420e-07
7.400000e-12,-9.207148e-09,3.495682e-09,4.177895e-04,-4.821657e-09,2.213582e-05,-6.409766e-07
7.500000e-12,-9.333410e-09,3.613144e-09,4.234353e-04,-5.158706e-09,2.380902e-05,-5.303904e-07
7.600000e-12,-9.459842e-09,3.726922e-09,4.290811e-04,-5.509714e-09,2.553690e-05,-4.164044e-07
7.700000e-12,-9.587084e-09,3.838630e-09,4.347269e-04,-5.877444e-09,2.732023e-05,-2.972259e-07
7.800000e-12,-9.714552e-09,3.950211e-09,4.403726e-04,-6.264470e-09,2.916013e-05,-1.702819e-07
7.900000e-12,-9.839430e-09,4.063544e-09,4.460184e-04,-6.672962e-09,3.105781e-05,-3.278245e-08
8.000000e-12,-9.956510e-09,4.180058e-09,4.516642e-04,-7.104490e-09,3.301418e-05,1.176440e-07
8.100000e-12,-1.005880e-08,4.300460e-09,4.573099e-04,-7.559877e-09,3.502968e-05,2.824193e-07
8.200000e-12,-1.013842e-08,4.424604e-09,4.629557e-04,-8.039109e-09,3.710414e-05,4.617276e-07
8.300000e-12,-1.018717e-08,4.551516e-09,4.686014e-04,-8.541309e-09,3.923681e-05,6.545303e-07
8.400000e-12,-1.019638e-08,4.679570e-09,4.742471e-04,-9.064779e-09,4.142657e-05,8.588539e-07
8.500000e-12,-1.015602e-08,4.806778e-09,4.798928e-04,-9.607103e-09,4.367209e-05,1.072246e-06
8.600000e-12,-1.005350e-08,4.931137e-09,4.855384e-04,-1.016531e-08,4.597208e-05,1.292268e-06
8.700000e-12,-9.872712e-09,5.050984e-09,4.911839e-04,-1.073608e-08,4.832543e-05,1.516894e-06
8.800000e-12,-9.593728e-09,5.165293e-09,4.968293e-04,-1.131597e-08,5.073129e-05,1.744755e-06
8.900000e-12,-9.193616e-09,5.273865e-09,5.024745e-04,-1.190165e-08,5.318910e-05,1.975197e-06
9.000000e-12,-8.648106e-09,5.377386e-09,5.081195e-04,-1.249017e-08,5.569849e-05,2.208200e-06
9.100000e-12,-7.934010e-09,5.477318e-09,5.137643e-04,-1.307919e-08,5.825923e-05,2.444228e-06
9.200000e-12,-7.032027e-09,5.575655e-09,5.194088e-04,-1.366710e-08,6.087120e-05,2.684047e-06
9.300000e-12,-5.929748e-09,5.674573e-09,5.250529e-04,-1.425323e-08,6.353429e-05,2.928580e-06
9.400000e-12,-4.624698e-09,5.776026e-09,5.306966e-04,-1.483787e-08,6.624844e-05,3.178787e-06
9.500000e-12,-3.127301e-09,5.881386e-09,5.363398e-04,-1.542229e-08,6.901364e-05,3.435577e-06
9.600000e-12,-1.463519e-09,5.991180e-09,5.419824e-04,-1.600865e-08,7.182993e-05,3.699722e-06
9.700000e-12,3.232814e-10,6.104989e-09,5.476244e-04,-1.659986e-08,7.469737e-05,3.971780e-06
9.800000e-12,2.171839e-09,6.221534e-09,5.532658e-04,-1.719939e-08,7.761602e-05,4.252019e-06
9.900000e-12,4.004526e-09,6.338941e-09,5.589066e-04,-1.781100e-08,8.058589e-05,4.540372e-06
1.000000e-11,5.731365e-09,6.455109e-09,5.645466e-04,-1.843848e-08,8.360687e-05,4.836433e-06
1.010000e-11,7.256599e-09,6.568140e-09,5.701861e-04,-1.908533e-08,8.667869e-05,5.139518e-06
1.020000e-11,8.487399e-09,6.676694e-09,5.758250e-04,-1.975456e-08,8.980092e-05,5.448765e-06
1.030000e-11,9.343744e-09,6.780238e-09,5.814635e-04,-2.044839e-08,9.297301e-05,5.763268e-06
1.040000e-11,9.768130e-09,6.879105e-09,5.871015e-04,-2.116810e-08,9.619428e-05,6.082206e-06
1.050000e-11,9.733621e-09,6.974375e-09,5.927392e-04,-2.191394e-08,9.946403e-05,6.404938e-06
1.060000e-11,9.248818e-09,7.067619e-09,5.983768e-04,-2.268505e-08,1.027816e-04,6.731045e-06
1.070000e-11,8.358740e-09,7.160548e-09,6.040144e-04,-2.347955e-08,1.061463e-04,7.060326e-06
1.080000e-11,7.141159e-09,7.254663e-09,6.096520e-04,-2.429461e-08,1.095576e-04,7.392749e-06
1.090000e-11,5.698649e-09,7.350981e-09,6.152897e-04,-2.512672e-08,1.130152e-04,7.728404e-06
1.100000e-11,4.147301e-09,7.449877e-09,6.209276e-04,-2.597185e-08,1.165187e-04,8.067441e-06
1.110000e-11,2.603697e-09,7.551068e-09,6.265657e-04,-2.682581e-08,1.200679e-04,8.410046e-06
1.120000e-11,1.172038e-09,7.653738e-09,6.322041e-04,-2.768451e-08,1.236627e-04,8.756423e-06
1.130000e-11,-6.655928e-11,7.756750e-09,6.378427e-04,-2.854428e-08,1.273032e-04,9.106793e-06
1.140000e-11,-1.060981e-09,7.858908e-09,6.434815e-04,-2.940211e-08,1.309894e-04,9.461389e-06
1.150000e-11,-1.792246e-09,7.959202e-09,6.491204e-04,-3.025592e-08,1.347214e-04,9.820436e-06
1.160000e-11,-2.270776e-09,8.056999e-09,6.547595e-04,-3.110464e-08,1.384992e-04,1.018413e-05
1.170000e-11,-2.529652e-09,8.152136e-09,6.603987e-04,-3.194834e-08,1.423228e-04,1.055258e-05
1.180000e-11,-2.615486e-09,8.244915e-09,6.660381e-04,-3.278819e-08,1.461921e-04,1.092580e-05
1.190000e-11,-2.578929e-09,8.335998e-09,6.716775e-04,-3.362637e-08,1.501069e-04,1.130365e-05
1.200000e-11,-2.466760e-09,8.426245e-09,6.773172e-04,-3.446593e-08,1.540666e-04,1.168584e-05
1.210000e-11,-2.316990e-09,8.516508e-09,6.829570e-04,-3.531053e-08,1.580707e-04,1.207194e-05
1.220000e-11,-2.157491e-09,8.607452e-09,6.885969e-04,-3.616419e-08,1.621187e-04,1.246143e-05
1.230000e-11,-2.007726e-09,8.699415e-09,6.942371e-04,-3.703099e-08,1.662100e-04,1.285373e-05
1.240000e-11,-1.882347e-09,8.792358e-09,6.998774e-04,-3.791480e-08,1.703441e-04,1.324826e-05
1.250000e-11,-1.794965e-09,8.885897e-09,7.055180e-04,-3.881896e-08,1.745204e-04,1.364448e-05
1.260000e-11,-1.760550e-09,8.979416e-09,7.111586e-04,-3.974612e-08,1.787388e-04,1.404189e-05
1.270000e-11,-1.795425e-09,9.072239e-09,7.167992e-04,-4.069798e-08,1.829990e-04,1.444009e-05
1.280000e-11,-1.914712e-09,9.163808e-09,7.224399e-04,-4.167523e-08,1.873011e-04,1.483871e-05
1.290000e-11,-2.127978e-09,9.253843e-09,7.280805e-04,-4.267752e-08,1.916451e-04,1.523741e-05
1.300000e-11,-2.434524e-09,9.342436e-09,7.337210e-04,-4.370345e-08,1.960312e-04,1.563581e-05
1.310000e-11,-2.819979e-09,9.430069e-09,7.393614e-04,-4.475076e-08,2.004597e-04,1.603339e-05
1.320000e-11,-3.255592e-09,9.517548e-09,7.450017e-04,-4.581640e-08,2.049311e-04,1.642942e-05
1.330000e-11,-3.700900e-09,9.605873e-09,7.506419e-04,-4.689686e-08,2.094457e-04,1.682289e-05
1.340000e-11,-4.109517e-09,9.696078e-09,7.562822e-04,-4.798836e-08,2.140041e-04,1.721240e-05
1.350000e-11,-4.436884e-09,9.789077e-09,7.619226e-04,-4.908715e-08,2.186069e-04,1.759615e-05
1.360000e-11,-4.648238e-09,9.885548e-09,7.675631e-04,-5.018980e-08,2.232549e-04,1.797190e-05
1.370000e-11,-4.724929e-09,9.985886e-09,7.732039e-04,-5.129340e-08,2.279491e-04,1.833701e-05
1.380000e-11,-4.667620e-09,1.009022e-08,7.788449e-04,-5.239584e-08,2.326906e-04,1.868855e-05
1.390000e-11,-4.495640e-09,1.019852e-08,7.844862e-04,-5.349591e-08,2.374809e-04,1.902333e-05
1.400000e-11,-4.242739e-09,1.031068e-08,7.901277e-04,-5.459342e-08,2.423217e-04,1.933816e-05
1.410000e-11,-3.950298e-09,1.042670e-08,7.957695e-04,-5.568923e-08,2.472150e-04,1.962993e-05
1.420000e-11,-3.659608e-09,1.054677e-08,8.014113e-04,-5.678519e-08,2.521634e-04,1.989588e-05
1.430000e-11,-3.404915e-09,1.067136e-08,8.070532e-04,-5.788405e-08,2.571694e-04,2.013373e-05
1.440000e-11,-3.208621e-09,1.080121e-08,8.126952e-04,-5.898927e-08,2.622362e-04,2.034193e-05
1.450000e-11,-3.079363e-09,1.093725e-08,8.183370e-04,-6.010480e-08,2.673669e-04,2.051978e-05
1.460000e-11,-3.012975e-09,1.108047e-08,8.239789e-04,-6.123487e-08,2.725651e-04,2.066764e-05
1.470000e-11,-2.995674e-09,1.123180e-08,8.296207e-04,-6.238373e-08,2.778342e-04,2.078698e-05
1.480000e-11,-3.008394e-09,1.139190e-08,8.352625e-04,-6.355538e-08,2.831779e-04,2.088048e-05
1.490000e-11,-3.031127e-09,1.156103e-08,8.409043e-04,-6.475340e-08,2.885997e-04,2.095203e-05
1.500000e-11,-3.046350e-09,1.173898e-08,8.465461e-04,-6.598072e-08,2.941029e-04,2.100664e-05
1.510000e-11,-3.040998e-09,1.192504e-08,8.521880e-04,-6.723954e-08,2.996907e-04,2.105027e-05
1.520000e-11,-3.006962e-09,1.211806e-08,8.578300e-04,-6.853120e-08,3.053660e-04,2.108965e-05
1.530000e-11,-2.940416e-09,1.231655e-08,8.634721e-04,-6.985621e-08,3.111312e-04,2.113189e-05
1.540000e-11,-2.840549e-09,1.251886e-08,8.691143e-04,-7.121424e-08,3.169884e-04,2.118418e-05
1.550000e-11,-2.708230e-09,1.272333e-08,8.747567e-04,-7.260426e-08,3.229390e-04,2.125335e-05
1.560000e-11,-2.545042e-09,1.292844e-08,8.803991e-04,-7.402459e-08,3.289842e-04,2.134550e-05
1.570000e-11,-2.352849e-09,1.313296e-08,8.860417e-04,-7.547314e-08,3.351245e-04,2.146565e-05
1.580000e-11,-2.133839e-09,1.333593e-08,8.916844e-04,-7.694748e-08,3.413599e-04,2.161747e-05
1.590000e-11,-1.890820e-09,1.353674e-08,8.973272e-04,-7.844514e-08,3.476900e-04,2.180308e-05
1.600000e-11,-1.627504e-09,1.373498e-08,9.029700e-04,-7.996366e-08,3.541138e-04,2.202304e-05
1.610000e-11,-1.348565e-09,1.393042e-08,9.086130e-04,-8.150082e-08,3.606300e-04,2.227642e-05
1.620000e-11,-1.059362e-09,1.412285e-08,9.142560e-04,-8.305476e-08,3.672371e-04,2.256097e-05
1.630000e-11,-7.653841e-10,1.431205e-08,9.198991e-04,-8.462405e-08,3.739331e-04,2.287344e-05
1.640000e-11,-4.715311e-10,1.449769e-08,9.255422e-04,-8.620777e-08,3.807160e-04,2.320994e-05
1.650000e-11,-1.814298e-10,1.467934e-08,9.311853e-04,-8.780552e-08,3.875835e-04,2.356625e-05
1.660000e-11,1.030868e-10,1.485647e-08,9.368285e-04,-8.941743e-08,3.945332e-04,2.393821e-05
1.670000e-11,3.822506e-10,1.502856e-08,9.424717e-04,-9.104405e-08,4.015627e-04,2.432199e-05
1.680000e-11,6.583950e-10,1.519514e-08,9.481149e-04,-9.268634e-08,4.086696e-04,2.471427e-05
1.690000e-11,9.358311e-10,1.535591e-08,9.537581e-04,-9.434550e-08,4.158515e-04,2.511238e-05
1.700000e-11,1.220667e-09,1.551079e-08,9.594015e-04,-9.602290e-08,4.231060e-04,2.551430e-05
1.710000e-11,1.520658e-09,1.565998e-08,9.650448e-04,-9.771995e-08,4.304307e-04,2.591865e-05
1.720000e-11,1.845121e-09,1.580396e-08,9.706883e-04,-9.943796e-08,4.378236e-04,2.632456e-05
1.730000e-11,2.204910e-09,1.594347e-08,9.763317e-04,-1.011781e-07,4.452825e-04,2.673164e-05
1.740000e-11,2.612380e-09,1.607942e-08,9.819753e-04,-1.029411e-07,4.528058e-04,2.713983e-05
1.750000e-11,3.081281e-09,1.621285e-08,9.876189e-04,-1.047278e-07,4.603920e-04,2.754937e-05
1.760000e-11,3.626518e-09,1.634481e-08,9.932625e-04,-1.065383e-07,4.680400e-04,2.796071e-05
1.770000e-11,4.263772e-09,1.647627e-08,9.989062e-04,-1.083726e-07,4.757488e-04,2.837452e-05
1.780000e-11,5.009002e-09,1.660802e-08,1.004550e-03,-1.102304e-07,4.835183e-04,2.879162e-05
1.790000e-11,5.877888e-09,1.674065e-08,1.010194e-03,-1.121112e-07,4.913482e-04,2.921295e-05
1.800000e-11,6.885285e-09,1.687446e-08,1.015837e-03,-1.140143e-07,4.992387e-04,2.963950e-05
1.810000e-11,8.044729e-09,1.700947e-08,1.021481e-03,-1.159391e-07,5.071902e-04,3.007221e-05
1.820000e-11,9.367993e-09,1.714539e-08,1.027124e-03,-1.178846e-07,5.152030e-04,3.051188e-05
1.830000e-11,1.086466e-08,1.728171e-08,1.032768e-03,-1.198504e-07,5.232772e-04,3.095903e-05
1.840000e-11,1.254162e-08,1.741765e-08,1.038411e-03,-1.218357e-07,5.314129e-04,3.141381e-05
1.850000e-11,1.440247e-08,1.755232e-08,1.044054e-03,-1.238400e-07,5.396095e-04,3.187593e-05
1.860000e-11,1.644666e-08,1.768473e-08,1.049697e-03,-1.258630e-07,5.478662e-04,3.234467e-05
1.870000e-11,1.866847e-08,1.781391e-08,1.055340e-03,-1.279042e-07,5.561814e-04,3.281888e-05
1.880000e-11,2.105585e-08,1.793904e-08,1.060982e-03,-1.299633e-07,5.645534e-04,3.329712e-05
1.890000e-11,2.358925e-08,1.805949e-08,1.066624e-03,-1.320401e-07,5.729800e-04,3.377778e-05
1.900000e-11,2.624058e-08,1.817493e-08,1.072266e-03,-1.341339e-07,5.814588e-04,3.425923e-05
1.910000e-11,2.897260e-08,1.828539e-08,1.077908e-03,-1.362443e-07,5.899877e-04,3.474001e-05
1.920000e-11,3.173879e-08,1.839126e-08,1.083549e-03,-1.383705e-07,5.985645e-04,3.521893e-05
1.930000e-11,3.448406e-08,1.849325e-08,1.089191e-03,-1.405116e-07,6.071875e-04,3.569518e-05
1.940000e-11,3.714621e-08,1.859231e-08,1.094832e-03,-1.426664e-07,6.158553e-04,3.616830e-05
1.950000e-11,3.965827e-08,1.868953e-08,1.100472e-03,-1.448336e-07,6.245672e-04,3.663819e-05
1.960000e-11,4.195169e-08,1.878596e-08,1.106113e-03,-1.470117e-07,6.333226e-04,3.710502e-05
1.970000e-11,4.396009e-08,1.888254e-08,1.111753e-03,-1.491993e-07,6.421214e-04,3.756913e-05
1.980000e-11,4.562354e-08,1.897990e-08,1.117393e-03,-1.513950e-07,6.509637e-04,3.803095e-05
1.990000e-11,4.689278e-08,1.907832e-08,1.123033e-03,-1.535975e-07,6.598495e-04,3.849084e-05
2.000000e-11,4.773323e-08,1.917772e-08,1.128673e-03,-1.558060e-07,6.687786e-04,3.894911e-05
2.010000e-11,4.813708e-08,1.927763e-08,1.128664e-03,-1.580197e-07,6.777509e-04,3.940593e-05
2.020000e-11,4.813551e-08,1.937735e-08,1.128658e-03,-1.602386e-07,6.867657e-04,3.986135e-05
2.030000e-11,4.778686e-08,1.947599e-08,1.128652e-03,-1.624630e-07,6.958222e-04,4.031533e-05
2.040000e-11,4.714269e-08,1.957268e-08,1.128646e-03,-1.646937e-07,7.049195e-04,4.076773e-05
2.050000e-11,4.622866e-08,1.966667e-08,1.128640e-03,-1.669318e-07,7.140564e-04,4.121840e-05
2.060000e-11,4.506199e-08,1.975745e-08,1.128634e-03,-1.691787e-07,7.232317e-04,4.166714e-05
2.070000e-11,4.368525e-08,1.984479e-08,1.128627e-03,-1.714362e-07,7.324442e-04,4.211372e-05
2.080000e-11,4.218295e-08,1.992881e-08,1.128620e-03,-1.737057e-07,7.416929e-04,4.255788e-05
2.090000e-11,4.067099e-08,2.000987e-08,1.128613e-03,-1.759888e-07,7.509768e-04,4.299929e-05
2.100000e-11,3.927112e-08,2.008855e-08,1.128606e-03,-1.782863e-07,7.602951e-04,4.343753e-05
2.110000e-11,3.808371e-08,2.016551e-08,1.128600e-03,-1.805988e-07,7.696468e-04,4.387207e-05
2.120000e-11,3.716625e-08,2.024137e-08,1.128595e-03,-1.829262e-07,7.790314e-04,4.430230e-05
2.130000e-11,3.652489e-08,2.031665e-08,1.128589e-03,-1.852676e-07,7.884480e-04,4.472751e-05
2.140000e-11,3.612474e-08,2.039166e-08,1.128584e-03,-1.876212e-07,7.978959e-04,4.514695e-05
2.150000e-11,3.591628e-08,2.046649e-08,1.128579e-03,-1.899847e-07,8.073743e-04,4.555988e-05
2.160000e-11,3.586358e-08,2.054105e-08,1.128574e-03,-1.923549e-07,8.168826e-04,4.596560e-05
2.170000e-11,3.595858e-08,2.061505e-08,1.128569e-03,-1.947279e-07,8.264199e-04,4.636350e-05
2.180000e-11,3.621457e-08,2.068816e-08,1.128565e-03,-1.970992e-07,8.359857e-04,4.675306e-05
2.190000e-11,3.664524e-08,2.076006e-08,1.128562e-03,-1.994639e-07,8.455794e-04,4.713387e-05
2.200000e-11,3.724320e-08,2.083053e-08,1.128559e-03,-2.018166e-07,8.552005e-04,4.750555e-05
2.210000e-11,3.797065e-08,2.089952e-08,1.128557e-03,-2.041516e-07,8.648488e-04,4.786773e-05
2.220000e-11,3.876710e-08,2.096717e-08,1.128555e-03,-2.064630e-07,8.745239e-04,4.821993e-05
2.230000e-11,3.956936e-08,2.103383e-08,1.128553e-03,-2.087449e-07,8.842258e-04,4.856153e-05
2.240000e-11,4.033277e-08,2.109999e-08,1.128551e-03,-2.109913e-07,8.939543e-04,4.889163e-05
2.250000e-11,4.104248e-08,2.116623e-08,1.128549e-03,-2.131963e-07,9.037096e-04,4.920903e-05
2.260000e-11,4.170963e-08,2.123312e-08,1.128548e-03,-2.153542e-07,9.134916e-04,4.951217e-05
2.270000e-11,4.235540e-08,2.130117e-08,1.128547e-03,-2.174596e-07,9.233003e-04,4.979916e-05
2.280000e-11,4.299247e-08,2.137075e-08,1.128545e-03,-2.195071e-07,9.331360e-04,5.006772e-05
2.290000e-11,4.361384e-08,2.144207e-08,1.128544e-03,-2.214918e-07,9.429989e-04,5.031532e-05
2.300000e-11,4.419471e-08,2.151515e-08,1.128543e-03,-2.234090e-07,9.528890e-04,5.053918e-05
2.310000e-11,4.470573e-08,2.158990e-08,1.128542e-03,-2.252540e-07,9.628069e-04,5.073639e-05
2.320000e-11,4.512991e-08,2.166615e-08,1.128540e-03,-2.270221e-07,9.727530e-04,5.090398e-05
2.330000e-11,4.547416e-08,2.174373e-08,1.128539e-03,-2.287083e-07,9.827277e-04,5.103910e-05
2.340000e-11,4.576975e-08,2.182256e-08,1.128538e-03,-2.303074e-07,9.927320e-04,5.113905e-05
2.350000e-11,4.606199e-08,2.190266e-08,1.128536e-03,-2.318132e-07,1.002766e-03,5.120148e-05
2.360000e-11,4.639475e-08,2.198424e-08,1.128536e-03,-2.332187e-07,1.012832e-03,5.122450e-05
2.370000e-11,4.679762e-08,2.206761e-08,1.128535e-03,-2.345155e-07,1.022930e-03,5.120682e-05
2.380000e-11,4.728132e-08,2.215318e-08,1.128534e-03,-2.356939e-07,1.033061e-03,5.114787e-05
2.390000e-11,4.784206e-08,2.224133e-08,1.128534e-03,-2.367422e-07,1.043227e-03,5.104796e-05
