time,"I(RX1)","I(RX2)","I(RDC)","I(LQ|XI884)","I(LD|XI884)","I(LX|XI884)"
6.687000e-10,-7.488226e-04,4.987105e-04,1.129065e-03,-2.189673e-07,5.450735e-04,-7.493561e-04
6.688000e-10,-7.472492e-04,5.010620e-04,1.129054e-03,-3.645995e-07,5.514497e-04,-7.519794e-04
6.689000e-10,-7.456686e-04,5.034085e-04,1.129043e-03,-5.077279e-07,5.578778e-04,-7.545713e-04
6.690000e-10,-7.440810e-04,5.057501e-04,1.129032e-03,-6.407516e-07,5.643553e-04,-7.571312e-04
6.691000e-10,-7.424864e-04,5.080866e-04,1.129022e-03,-7.570193e-07,5.708800e-04,-7.596583e-04
6.692000e-10,-7.408848e-04,5.104180e-04,1.129012e-03,-8.512513e-07,5.774498e-04,-7.621518e-04
6.693000e-10,-7.392762e-04,5.127443e-04,1.129002e-03,-9.198673e-07,5.840631e-04,-7.646118e-04
6.694000e-10,-7.376608e-04,5.150654e-04,1.128992e-03,-9.611977e-07,5.907188e-04,-7.670389e-04
6.695000e-10,-7.360385e-04,5.173813e-04,1.128982e-03,-9.755687e-07,5.974161e-04,-7.694352e-04
6.696000e-10,-7.344093e-04,5.196920e-04,1.128973e-03,-9.652547e-07,6.041544e-04,-7.718044e-04
6.697000e-10,-7.327732e-04,5.219977e-04,1.128963e-03,-9.343052e-07,6.109338e-04,-7.741516e-04
6.698000e-10,-7.311302e-04,5.242982e-04,1.128954e-03,-8.882578e-07,6.177544e-04,-7.764839e-04
6.699000e-10,-7.294803e-04,5.265937e-04,1.128944e-03,-8.337578e-07,6.246170e-04,-7.788095e-04
6.700000e-10,-7.278235e-04,5.288840e-04,1.128935e-03,-7.781103e-07,6.315224e-04,-7.811377e-04
6.701000e-10,-7.261597e-04,5.311693e-04,1.128925e-03,-7.287919e-07,6.384717e-04,-7.834779e-04
6.702000e-10,-7.244891e-04,5.334494e-04,1.128916e-03,-6.929568e-07,6.454662e-04,-7.858389e-04
6.703000e-10,-7.228115e-04,5.357242e-04,1.128907e-03,-6.769654e-07,6.525070e-04,-7.882277e-04
6.704000e-10,-7.211270e-04,5.379937e-04,1.128898e-03,-6.859676e-07,6.595946e-04,-7.906483e-04
6.705000e-10,-7.194356e-04,5.402578e-04,1.128890e-03,-7.235667e-07,6.667292e-04,-7.931014e-04
6.706000e-10,-7.177373e-04,5.425165e-04,1.128881e-03,-7.915849e-07,6.739099e-04,-7.955835e-04
6.707000e-10,-7.160321e-04,5.447696e-04,1.128873e-03,-8.899453e-07,6.811352e-04,-7.980873e-04
6.708000e-10,-7.143201e-04,5.470173e-04,1.128865e-03,-1.016677e-06,6.884029e-04,-8.006027e-04
6.709000e-10,-7.126011e-04,5.492595e-04,1.128858e-03,-1.168040e-06,6.957106e-04,-8.031179e-04
6.710000e-10,-7.108754e-04,5.514962e-04,1.128850e-03,-1.338768e-06,7.030558e-04,-8.056212e-04
6.711000e-10,-7.091427e-04,5.537275e-04,1.128844e-03,-1.522397e-06,7.104369e-04,-8.081026e-04
6.712000e-10,-7.074032e-04,5.559534e-04,1.128837e-03,-1.711678e-06,7.178533e-04,-8.105549e-04
6.713000e-10,-7.056567e-04,5.581739e-04,1.128831e-03,-1.899031e-06,7.253058e-04,-8.129745e-04
6.714000e-10,-7.039033e-04,5.603890e-04,1.128826e-03,-2.077012e-06,7.327963e-04,-8.153614e-04
6.715000e-10,-7.021430e-04,5.625987e-04,1.128820e-03,-2.238782e-06,7.403282e-04,-8.177185e-04
6.716000e-10,-7.003758e-04,5.648030e-04,1.128815e-03,-2.378516e-06,7.479053e-04,-8.200503e-04
6.717000e-10,-6.986015e-04,5.670017e-04,1.128811e-03,-2.491764e-06,7.555322e-04,-8.223617e-04
6.718000e-10,-6.968204e-04,5.691948e-04,1.128806e-03,-2.575709e-06,7.632131e-04,-8.246572e-04
6.719000e-10,-6.950324e-04,5.713822e-04,1.128802e-03,-2.629322e-06,7.709518e-04,-8.269399e-04
6.720000e-10,-6.932374e-04,5.735639e-04,1.128798e-03,-2.653401e-06,7.787514e-04,-8.292111e-04
6.721000e-10,-6.914357e-04,5.757397e-04,1.128795e-03,-2.650491e-06,7.866143e-04,-8.314711e-04
6.722000e-10,-6.896272e-04,5.779098e-04,1.128791e-03,-2.624686e-06,7.945418e-04,-8.337191e-04
6.723000e-10,-6.878119e-04,5.800740e-04,1.128787e-03,-2.581332e-06,8.025346e-04,-8.359539e-04
6.724000e-10,-6.859899e-04,5.822325e-04,1.128784e-03,-2.526647e-06,8.105922e-04,-8.381743e-04
6.725000e-10,-6.841612e-04,5.843851e-04,1.128780e-03,-2.467284e-06,8.187139e-04,-8.403794e-04
6.726000e-10,-6.823260e-04,5.865320e-04,1.128777e-03,-2.409866e-06,8.268979e-04,-8.425685e-04
6.727000e-10,-6.804841e-04,5.886732e-04,1.128774e-03,-2.360521e-06,8.351423e-04,-8.447415e-04
6.728000e-10,-6.786356e-04,5.908086e-04,1.128770e-03,-2.324453e-06,8.434449e-04,-8.468991e-04
6.729000e-10,-6.767804e-04,5.929382e-04,1.128767e-03,-2.305562e-06,8.518035e-04,-8.490433e-04
6.730000e-10,-6.749187e-04,5.950621e-04,1.128764e-03,-2.306166e-06,8.602164e-04,-8.511775e-04
6.731000e-10,-6.730504e-04,5.971802e-04,1.128761e-03,-2.326806e-06,8.686826e-04,-8.533070e-04
6.732000e-10,-6.711754e-04,5.992925e-04,1.128758e-03,-2.366191e-06,8.772016e-04,-8.554382e-04
6.733000e-10,-6.692937e-04,6.013989e-04,1.128755e-03,-2.421263e-06,8.857734e-04,-8.575786e-04
6.734000e-10,-6.674054e-04,6.034995e-04,1.128753e-03,-2.487391e-06,8.943984e-04,-8.597348e-04
6.735000e-10,-6.655105e-04,6.055943e-04,1.128750e-03,-2.558699e-06,9.030763e-04,-8.619111e-04
6.736000e-10,-6.636088e-04,6.076833e-04,1.128748e-03,-2.628501e-06,9.118063e-04,-8.641083e-04
6.737000e-10,-6.617005e-04,6.097665e-04,1.128745e-03,-2.689830e-06,9.205861e-04,-8.663223e-04
6.738000e-10,-6.597854e-04,6.118439e-04,1.128743e-03,-2.736011e-06,9.294127e-04,-8.685439e-04
6.739000e-10,-6.578638e-04,6.139155e-04,1.128741e-03,-2.761260e-06,9.382818e-04,-8.707599e-04
6.740000e-10,-6.559354e-04,6.159814e-04,1.128740e-03,-2.761231e-06,9.471886e-04,-8.729542e-04
6.741000e-10,-6.540004e-04,6.180414e-04,1.128738e-03,-2.733493e-06,9.561282e-04,-8.751099e-04
6.742000e-10,-6.520588e-04,6.200955e-04,1.128737e-03,-2.677862e-06,9.650966e-04,-8.772117e-04
6.743000e-10,-6.501106e-04,6.221436e-04,1.128736e-03,-2.596576e-06,9.740903e-04,-8.792477e-04
6.744000e-10,-6.481559e-04,6.241854e-04,1.128735e-03,-2.494297e-06,9.831072e-04,-8.812098e-04
6.745000e-10,-6.461947e-04,6.262209e-04,1.128734e-03,-2.377908e-06,9.921458e-04,-8.830945e-04
6.746000e-10,-6.442270e-04,6.282498e-04,1.128734e-03,-2.256139e-06,1.001206e-03,-8.849019e-04
6.747000e-10,-6.422529e-04,6.302720e-04,1.128734e-03,-2.139032e-06,1.010287e-03,-8.866346e-04
6.748000e-10,-6.402724e-04,6.322876e-04,1.128734e-03,-2.037258e-06,1.019390e-03,-8.882964e-04
6.749000e-10,-6.382855e-04,6.342965e-04,1.128734e-03,-1.961364e-06,1.028514e-03,-8.898908e-04
6.750000e-10,-6.362924e-04,6.362988e-04,1.128734e-03,-1.920968e-06,1.037660e-03,-8.914201e-04
6.751000e-10,-6.342930e-04,6.382947e-04,1.128735e-03,-1.924002e-06,1.046827e-03,-8.928848e-04
6.752000e-10,-6.322873e-04,6.402844e-04,1.128735e-03,-1.976036e-06,1.056014e-03,-8.942832e-04
6.753000e-10,-6.302754e-04,6.422678e-04,1.128736e-03,-2.079761e-06,1.065221e-03,-8.956120e-04
6.754000e-10,-6.282574e-04,6.442451e-04,1.128736e-03,-2.234658e-06,1.074445e-03,-8.968661e-04
6.755000e-10,-6.262331e-04,6.462162e-04,1.128737e-03,-2.436905e-06,1.083685e-03,-8.980398e-04
6.756000e-10,-6.242027e-04,6.481811e-04,1.128737e-03,-2.679498e-06,1.092937e-03,-8.991271e-04
6.757000e-10,-6.221662e-04,6.501397e-04,1.128738e-03,-2.952624e-06,1.102199e-03,-9.001229e-04
6.758000e-10,-6.201235e-04,6.520919e-04,1.128738e-03,-3.244219e-06,1.111467e-03,-9.010231e-04
6.759000e-10,-6.180748e-04,6.540375e-04,1.128739e-03,-3.540708e-06,1.120738e-03,-9.018253e-04
6.760000e-10,-6.160200e-04,6.559764e-04,1.128739e-03,-3.827851e-06,1.130008e-03,-9.025290e-04
6.761000e-10,-6.139591e-04,6.579087e-04,1.128739e-03,-4.091639e-06,1.139274e-03,-9.031351e-04
6.762000e-10,-6.118922e-04,6.598342e-04,1.128739e-03,-4.319174e-06,1.148534e-03,-9.036459e-04
6.763000e-10,-6.098193e-04,6.617532e-04,1.128738e-03,-4.499460e-06,1.157786e-03,-9.040639e-04
6.764000e-10,-6.077405e-04,6.636656e-04,1.128738e-03,-4.624056e-06,1.167026e-03,-9.043914e-04
6.765000e-10,-6.056557e-04,6.655715e-04,1.128737e-03,-4.687544e-06,1.176253e-03,-9.046303e-04
6.766000e-10,-6.035649e-04,6.674711e-04,1.128736e-03,-4.687791e-06,1.185466e-03,-9.047820e-04
6.767000e-10,-6.014682e-04,6.693643e-04,1.128735e-03,-4.625994e-06,1.194663e-03,-9.048471e-04
6.768000e-10,-5.993656e-04,6.712514e-04,1.128733e-03,-4.506512e-06,1.203843e-03,-9.048260e-04
6.769000e-10,-5.972571e-04,6.731321e-04,1.128732e-03,-4.336523e-06,1.213007e-03,-9.047193e-04
6.770000e-10,-5.951427e-04,6.750065e-04,1.128730e-03,-4.125511e-06,1.222152e-03,-9.045279e-04
6.771000e-10,-5.930225e-04,6.768744e-04,1.128728e-03,-3.884653e-06,1.231280e-03,-9.042529e-04
6.772000e-10,-5.908963e-04,6.787357e-04,1.128725e-03,-3.626119e-06,1.240390e-03,-9.038958e-04
6.773000e-10,-5.887644e-04,6.805902e-04,1.128723e-03,-3.362360e-06,1.249481e-03,-9.034577e-04
6.774000e-10,-5.866266e-04,6.824376e-04,1.128721e-03,-3.105412e-06,1.258552e-03,-9.029397e-04
6.775000e-10,-5.844831e-04,6.842780e-04,1.128719e-03,-2.866266e-06,1.267601e-03,-9.023421e-04
6.776000e-10,-5.823338e-04,6.861111e-04,1.128717e-03,-2.654332e-06,1.276625e-03,-9.016650e-04
6.777000e-10,-5.801788e-04,6.879371e-04,1.128716e-03,-2.477038e-06,1.285622e-03,-9.009082e-04
6.778000e-10,-5.780183e-04,6.897559e-04,1.128715e-03,-2.339552e-06,1.294590e-03,-9.000719e-04
6.779000e-10,-5.758521e-04,6.915679e-04,1.128714e-03,-2.244661e-06,1.303529e-03,-8.991569e-04
6.780000e-10,-5.736804e-04,6.933730e-04,1.128714e-03,-2.192792e-06,1.312437e-03,-8.981653e-04
6.781000e-10,-5.715032e-04,6.951714e-04,1.128715e-03,-2.182155e-06,1.321317e-03,-8.970998e-04
6.782000e-10,-5.693205e-04,6.969633e-04,1.128716e-03,-2.209019e-06,1.330168e-03,-8.959643e-04
6.783000e-10,-5.671324e-04,6.987486e-04,1.128717e-03,-2.268076e-06,1.338993e-03,-8.947628e-04
6.784000e-10,-5.649389e-04,7.005273e-04,1.128719e-03,-2.352872e-06,1.347792e-03,-8.934992e-04
6.785000e-10,-5.627401e-04,7.022993e-04,1.128722e-03,-2.456278e-06,1.356568e-03,-8.921767e-04
6.786000e-10,-5.605359e-04,7.040645e-04,1.128725e-03,-2.570970e-06,1.365318e-03,-8.907972e-04
6.787000e-10,-5.583264e-04,7.058228e-04,1.128729e-03,-2.689885e-06,1.374043e-03,-8.893614e-04
6.788000e-10,-5.561116e-04,7.075740e-04,1.128733e-03,-2.806631e-06,1.382740e-03,-8.878685e-04
6.789000e-10,-5.538916e-04,7.093181e-04,1.128737e-03,-2.915834e-06,1.391405e-03,-8.863170e-04
6.790000e-10,-5.516663e-04,7.110551e-04,1.128742e-03,-3.013399e-06,1.400035e-03,-8.847048e-04
6.791000e-10,-5.494357e-04,7.127849e-04,1.128747e-03,-3.096675e-06,1.408627e-03,-8.830301e-04
6.792000e-10,-5.472000e-04,7.145076e-04,1.128751e-03,-3.164519e-06,1.417178e-03,-8.812918e-04
6.793000e-10,-5.449590e-04,7.162232e-04,1.128756e-03,-3.217253e-06,1.425684e-03,-8.794898e-04
6.794000e-10,-5.427128e-04,7.179319e-04,1.128762e-03,-3.256520e-06,1.434143e-03,-8.776257e-04
6.795000e-10,-5.404615e-04,7.196336e-04,1.128767e-03,-3.285051e-06,1.442555e-03,-8.757025e-04
6.796000e-10,-5.382050e-04,7.213283e-04,1.128772e-03,-3.306355e-06,1.450918e-03,-8.737244e-04
6.797000e-10,-5.359435e-04,7.230160e-04,1.128777e-03,-3.324355e-06,1.459233e-03,-8.716965e-04
6.798000e-10,-5.336768e-04,7.246966e-04,1.128782e-03,-3.343004e-06,1.467501e-03,-8.696244e-04
6.799000e-10,-5.314050e-04,7.263701e-04,1.128788e-03,-3.365896e-06,1.475720e-03,-8.675131e-04
6.800000e-10,-5.291282e-04,7.280364e-04,1.128793e-03,-3.395917e-06,1.483891e-03,-8.653671e-04
6.801000e-10,-5.268463e-04,7.296954e-04,1.128799e-03,-3.434956e-06,1.492015e-03,-8.631890e-04
6.802000e-10,-5.245593e-04,7.313469e-04,1.128804e-03,-3.483695e-06,1.500089e-03,-8.609803e-04
6.803000e-10,-5.222672e-04,7.329909e-04,1.128810e-03,-3.541502e-06,1.508112e-03,-8.587405e-04
6.804000e-10,-5.199701e-04,7.346273e-04,1.128816e-03,-3.606433e-06,1.516084e-03,-8.564681e-04
6.805000e-10,-5.176680e-04,7.362562e-04,1.128823e-03,-3.675336e-06,1.524002e-03,-8.541605e-04
6.806000e-10,-5.153607e-04,7.378776e-04,1.128830e-03,-3.744061e-06,1.531865e-03,-8.518151e-04
6.807000e-10,-5.130483e-04,7.394916e-04,1.128837e-03,-3.807746e-06,1.539673e-03,-8.494296e-04
6.808000e-10,-5.107308e-04,7.410983e-04,1.128844e-03,-3.861171e-06,1.547426e-03,-8.470027e-04
6.809000e-10,-5.084082e-04,7.426979e-04,1.128851e-03,-3.899148e-06,1.555127e-03,-8.445345e-04
6.810000e-10,-5.060804e-04,7.442903e-04,1.128859e-03,-3.916914e-06,1.562777e-03,-8.420261e-04
6.811000e-10,-5.037474e-04,7.458757e-04,1.128867e-03,-3.910498e-06,1.570381e-03,-8.394798e-04
6.812000e-10,-5.014094e-04,7.474539e-04,1.128876e-03,-3.877043e-06,1.577941e-03,-8.368985e-04
6.813000e-10,-4.990661e-04,7.490250e-04,1.128884e-03,-3.815047e-06,1.585463e-03,-8.342852e-04
6.814000e-10,-4.967178e-04,7.505889e-04,1.128893e-03,-3.724507e-06,1.592950e-03,-8.316425e-04
6.815000e-10,-4.943643e-04,7.521455e-04,1.128902e-03,-3.606975e-06,1.600405e-03,-8.289719e-04
6.816000e-10,-4.920058e-04,7.536947e-04,1.128912e-03,-3.465492e-06,1.607830e-03,-8.262741e-04
6.817000e-10,-4.896422e-04,7.552364e-04,1.128921e-03,-3.304438e-06,1.615229e-03,-8.235482e-04
6.818000e-10,-4.872737e-04,7.567706e-04,1.128931e-03,-3.129287e-06,1.622601e-03,-8.207924e-04
6.819000e-10,-4.849001e-04,7.582974e-04,1.128941e-03,-2.946297e-06,1.629949e-03,-8.180036e-04
6.820000e-10,-4.825217e-04,7.598167e-04,1.128951e-03,-2.762154e-06,1.637271e-03,-8.151779e-04
6.821000e-10,-4.801383e-04,7.613285e-04,1.128961e-03,-2.583597e-06,1.644570e-03,-8.123110e-04
6.822000e-10,-4.777502e-04,7.628330e-04,1.128972e-03,-2.417041e-06,1.651844e-03,-8.093984e-04
6.823000e-10,-4.753572e-04,7.643301e-04,1.128982e-03,-2.268240e-06,1.659092e-03,-8.064361e-04
6.824000e-10,-4.729595e-04,7.658199e-04,1.128992e-03,-2.141991e-06,1.666315e-03,-8.034201e-04
6.825000e-10,-4.705571e-04,7.673022e-04,1.129003e-03,-2.041912e-06,1.673511e-03,-8.003477e-04
6.826000e-10,-4.681500e-04,7.687771e-04,1.129013e-03,-1.970301e-06,1.680678e-03,-7.972166e-04
6.827000e-10,-4.657382e-04,7.702445e-04,1.129024e-03,-1.928080e-06,1.687814e-03,-7.940255e-04
6.828000e-10,-4.633217e-04,7.717042e-04,1.129034e-03,-1.914828e-06,1.694916e-03,-7.907738e-04
6.829000e-10,-4.609006e-04,7.731561e-04,1.129045e-03,-1.928897e-06,1.701980e-03,-7.874612e-04
6.830000e-10,-4.584748e-04,7.746002e-04,1.129055e-03,-1.967598e-06,1.709002e-03,-7.840879e-04
6.831000e-10,-4.560443e-04,7.760363e-04,1.129066e-03,-2.027447e-06,1.715979e-03,-7.806538e-04
6.832000e-10,-4.536093e-04,7.774645e-04,1.129076e-03,-2.104441e-06,1.722904e-03,-7.771590e-04
6.833000e-10,-4.511696e-04,7.788847e-04,1.129086e-03,-2.194357e-06,1.729773e-03,-7.736033e-04
6.834000e-10,-4.487253e-04,7.802970e-04,1.129097e-03,-2.293043e-06,1.736581e-03,-7.699865e-04
6.835000e-10,-4.462764e-04,7.817014e-04,1.129107e-03,-2.396684e-06,1.743324e-03,-7.663082e-04
6.836000e-10,-4.438230e-04,7.830979e-04,1.129118e-03,-2.502021e-06,1.749998e-03,-7.625683e-04
6.837000e-10,-4.413649e-04,7.844867e-04,1.129129e-03,-2.606526e-06,1.756601e-03,-7.587664e-04
6.838000e-10,-4.389023e-04,7.858678e-04,1.129140e-03,-2.708498e-06,1.763131e-03,-7.549024e-04
6.839000e-10,-4.364352e-04,7.872412e-04,1.129151e-03,-2.807101e-06,1.769586e-03,-7.509757e-04
6.840000e-10,-4.339636e-04,7.886070e-04,1.129162e-03,-2.902330e-06,1.775966e-03,-7.469858e-04
6.841000e-10,-4.314876e-04,7.899650e-04,1.129174e-03,-2.994910e-06,1.782270e-03,-7.429312e-04
6.842000e-10,-4.290071e-04,7.913153e-04,1.129185e-03,-3.086151e-06,1.788497e-03,-7.388102e-04
6.843000e-10,-4.265222e-04,7.926579e-04,1.129197e-03,-3.177751e-06,1.794647e-03,-7.346201e-04
6.844000e-10,-4.240329e-04,7.939925e-04,1.129209e-03,-3.271581e-06,1.800720e-03,-7.303576e-04
6.845000e-10,-4.215393e-04,7.953193e-04,1.129222e-03,-3.369459e-06,1.806715e-03,-7.260186e-04
6.846000e-10,-4.190414e-04,7.966381e-04,1.129234e-03,-3.472936e-06,1.812631e-03,-7.215988e-04
6.847000e-10,-4.165393e-04,7.979490e-04,1.129247e-03,-3.583102e-06,1.818467e-03,-7.170937e-04
6.848000e-10,-4.140330e-04,7.992520e-04,1.129259e-03,-3.700437e-06,1.824223e-03,-7.124988e-04
6.849000e-10,-4.115225e-04,8.005471e-04,1.129272e-03,-3.824703e-06,1.829898e-03,-7.078102e-04
6.850000e-10,-4.090078e-04,8.018345e-04,1.129284e-03,-3.954898e-06,1.835492e-03,-7.030245e-04
6.851000e-10,-4.064891e-04,8.031141e-04,1.129297e-03,-4.089265e-06,1.841005e-03,-6.981391e-04
6.852000e-10,-4.039662e-04,8.043860e-04,1.129309e-03,-4.225353e-06,1.846437e-03,-6.931525e-04
6.853000e-10,-4.014393e-04,8.056501e-04,1.129322e-03,-4.360126e-06,1.851787e-03,-6.880640e-04
6.854000e-10,-3.989084e-04,8.069066e-04,1.129334e-03,-4.490116e-06,1.857056e-03,-6.828741e-04
6.855000e-10,-3.963735e-04,8.081551e-04,1.129346e-03,-4.611593e-06,1.862244e-03,-6.775841e-04
6.856000e-10,-3.938346e-04,8.093958e-04,1.129357e-03,-4.720759e-06,1.867348e-03,-6.721963e-04
6.857000e-10,-3.912918e-04,8.106285e-04,1.129369e-03,-4.813939e-06,1.872369e-03,-6.667135e-04
6.858000e-10,-3.887451e-04,8.118531e-04,1.129380e-03,-4.887765e-06,1.877305e-03,-6.611391e-04
6.859000e-10,-3.861945e-04,8.130696e-04,1.129391e-03,-4.939338e-06,1.882152e-03,-6.554770e-04
6.860000e-10,-3.836401e-04,8.142778e-04,1.129402e-03,-4.966361e-06,1.886909e-03,-6.497308e-04
6.861000e-10,-3.810820e-04,8.154778e-04,1.129412e-03,-4.967243e-06,1.891573e-03,-6.439046e-04
6.862000e-10,-3.785201e-04,8.166695e-04,1.129423e-03,-4.941160e-06,1.896141e-03,-6.380022e-04
6.863000e-10,-3.759545e-04,8.178531e-04,1.129433e-03,-4.888082e-06,1.900611e-03,-6.320279e-04
6.864000e-10,-3.733853e-04,8.190286e-04,1.129443e-03,-4.808764e-06,1.904981e-03,-6.259861e-04
6.865000e-10,-3.708125e-04,8.201960e-04,1.129452e-03,-4.704702e-06,1.909249e-03,-6.198815e-04
6.866000e-10,-3.682361e-04,8.213554e-04,1.129462e-03,-4.578067e-06,1.913416e-03,-6.137198e-04
6.867000e-10,-3.656562e-04,8.225069e-04,1.129471e-03,-4.431610e-06,1.917482e-03,-6.075069e-04
6.868000e-10,-3.630729e-04,8.236505e-04,1.129481e-03,-4.268559e-06,1.921446e-03,-6.012493e-04
6.869000e-10,-3.604861e-04,8.247862e-04,1.129490e-03,-4.092504e-06,1.925311e-03,-5.949538e-04
6.870000e-10,-3.578959e-04,8.259140e-04,1.129500e-03,-3.907280e-06,1.929079e-03,-5.886267e-04
6.871000e-10,-3.553025e-04,8.270338e-04,1.129509e-03,-3.716856e-06,1.932750e-03,-5.822741e-04
6.872000e-10,-3.527057e-04,8.281456e-04,1.129519e-03,-3.525235e-06,1.936327e-03,-5.759008e-04
6.873000e-10,-3.501057e-04,8.292493e-04,1.129529e-03,-3.336361e-06,1.939810e-03,-5.695104e-04
6.874000e-10,-3.475024e-04,8.303448e-04,1.129539e-03,-3.154047e-06,1.943200e-03,-5.631054e-04
6.875000e-10,-3.448959e-04,8.314321e-04,1.129549e-03,-2.981921e-06,1.946498e-03,-5.566867e-04
6.876000e-10,-3.422862e-04,8.325111e-04,1.129560e-03,-2.823385e-06,1.949704e-03,-5.502544e-04
6.877000e-10,-3.396734e-04,8.335819e-04,1.129571e-03,-2.681595e-06,1.952817e-03,-5.438078e-04
6.878000e-10,-3.370574e-04,8.346443e-04,1.129583e-03,-2.559446e-06,1.955837e-03,-5.373461e-04
6.879000e-10,-3.344382e-04,8.356983e-04,1.129595e-03,-2.459580e-06,1.958762e-03,-5.308688e-04
6.880000e-10,-3.318158e-04,8.367440e-04,1.129608e-03,-2.384389e-06,1.961594e-03,-5.243762e-04
6.881000e-10,-3.291902e-04,8.377813e-04,1.129621e-03,-2.336035e-06,1.964330e-03,-5.178691e-04
6.882000e-10,-3.265613e-04,8.388103e-04,1.129634e-03,-2.316463e-06,1.966970e-03,-5.113496e-04
6.883000e-10,-3.239293e-04,8.398308e-04,1.129648e-03,-2.327418e-06,1.969515e-03,-5.048203e-04
6.884000e-10,-3.212940e-04,8.408430e-04,1.129662e-03,-2.370460e-06,1.971962e-03,-4.982844e-04
6.885000e-10,-3.186556e-04,8.418468e-04,1.129676e-03,-2.446973e-06,1.974313e-03,-4.917451e-04
6.886000e-10,-3.160139e-04,8.428421e-04,1.129691e-03,-2.558171e-06,1.976565e-03,-4.852053e-04
6.887000e-10,-3.133690e-04,8.438291e-04,1.129706e-03,-2.705094e-06,1.978718e-03,-4.786672e-04
6.888000e-10,-3.107210e-04,8.448078e-04,1.129721e-03,-2.888611e-06,1.980771e-03,-4.721320e-04
6.889000e-10,-3.080698e-04,8.457781e-04,1.129736e-03,-3.109400e-06,1.982722e-03,-4.656000e-04
6.890000e-10,-3.054156e-04,8.467401e-04,1.129751e-03,-3.367943e-06,1.984570e-03,-4.590708e-04
6.891000e-10,-3.027583e-04,8.476939e-04,1.129766e-03,-3.664505e-06,1.986314e-03,-4.525434e-04
6.892000e-10,-3.000981e-04,8.486394e-04,1.129781e-03,-3.999127e-06,1.987952e-03,-4.460166e-04
6.893000e-10,-2.974349e-04,8.495766e-04,1.129796e-03,-4.371610e-06,1.989483e-03,-4.394893e-04
6.894000e-10,-2.947688e-04,8.505056e-04,1.129811e-03,-4.781514e-06,1.990906e-03,-4.329611e-04
6.895000e-10,-2.920998e-04,8.514263e-04,1.129826e-03,-5.228151e-06,1.992220e-03,-4.264322e-04
6.896000e-10,-2.894281e-04,8.523387e-04,1.129840e-03,-5.710600e-06,1.993424e-03,-4.199036e-04
6.897000e-10,-2.867535e-04,8.532426e-04,1.129855e-03,-6.227713e-06,1.994518e-03,-4.133772e-04
6.898000e-10,-2.840761e-04,8.541381e-04,1.129870e-03,-6.778140e-06,1.995503e-03,-4.068554e-04
6.899000e-10,-2.813959e-04,8.550251e-04,1.129884e-03,-7.360349e-06,1.996377e-03,-4.003413e-04
6.900000e-10,-2.787129e-04,8.559035e-04,1.129899e-03,-7.972654e-06,1.997142e-03,-3.938382e-04
6.901000e-10,-2.760271e-04,8.567732e-04,1.129913e-03,-8.613239e-06,1.997799e-03,-3.873494e-04
6.902000e-10,-2.733385e-04,8.576343e-04,1.129928e-03,-9.280190e-06,1.998347e-03,-3.808781e-04
6.903000e-10,-2.706471e-04,8.584868e-04,1.129942e-03,-9.971512e-06,1.998790e-03,-3.744273e-04
6.904000e-10,-2.679528e-04,8.593306e-04,1.129956e-03,-1.068516e-05,1.999129e-03,-3.679991e-04
6.905000e-10,-2.652557e-04,8.601659e-04,1.129971e-03,-1.141905e-05,1.999365e-03,-3.615952e-04
6.906000e-10,-2.625556e-04,8.609926e-04,1.129986e-03,-1.217109e-05,1.999502e-03,-3.552166e-04
6.907000e-10,-2.598527e-04,8.618108e-04,1.130000e-03,-1.293921e-05,1.999542e-03,-3.488634e-04
6.908000e-10,-2.571470e-04,8.626206e-04,1.130015e-03,-1.372137e-05,1.999489e-03,-3.425357e-04
6.909000e-10,-2.544383e-04,8.634221e-04,1.130030e-03,-1.451561e-05,1.999344e-03,-3.362328e-04
6.910000e-10,-2.517269e-04,8.642151e-04,1.130045e-03,-1.532006e-05,1.999112e-03,-3.299540e-04
6.911000e-10,-2.490126e-04,8.649998e-04,1.130060e-03,-1.613303e-05,1.998796e-03,-3.236985e-04
6.912000e-10,-2.462955e-04,8.657760e-04,1.130075e-03,-1.695302e-05,1.998397e-03,-3.174655e-04
6.913000e-10,-2.435757e-04,8.665438e-04,1.130090e-03,-1.777877e-05,1.997920e-03,-3.112537e-04
6.914000e-10,-2.408532e-04,8.673031e-04,1.130106e-03,-1.860933e-05,1.997366e-03,-3.050614e-04
6.915000e-10,-2.381280e-04,8.680539e-04,1.130121e-03,-1.944410e-05,1.996738e-03,-2.988863e-04
6.916000e-10,-2.354002e-04,8.687961e-04,1.130137e-03,-2.028289e-05,1.996035e-03,-2.927252e-04
6.917000e-10,-2.326699e-04,8.695298e-04,1.130153e-03,-2.112594e-05,1.995260e-03,-2.865739e-04
6.918000e-10,-2.299371e-04,8.702548e-04,1.130168e-03,-2.197395e-05,1.994412e-03,-2.804277e-04
6.919000e-10,-2.272019e-04,8.709712e-04,1.130184e-03,-2.282816e-05,1.993491e-03,-2.742810e-04
6.920000e-10,-2.244642e-04,8.716791e-04,1.130200e-03,-2.369032e-05,1.992496e-03,-2.681282e-04
6.921000e-10,-2.217243e-04,8.723785e-04,1.130215e-03,-2.456277e-05,1.991427e-03,-2.619635e-04
6.922000e-10,-2.189820e-04,8.730693e-04,1.130231e-03,-2.544843e-05,1.990282e-03,-2.557819e-04
