0b000,8000,4.9461649332741974e-20,3.581546009420695e-21,-5.688625111960446e-21,0.0
0b000,4000,2.5363317182849112e-20,-5.557647298829556e-21,-1.1122146985565091e-20,0.0
0b000,2000,1.6768302216738197e-20,-8.549098230121875e-21,-1.2987647331086049e-20,0.0
0b000,1000,1.3391187746780088e-20,-9.622056458443186e-21,-1.3631843481633013e-20,0.0
0b000,500,1.1997917600076908e-20,-1.0171599590994243e-20,-1.3892733637905383e-20,0.0
0b000,400,1.1739593178753026e-20,-1.0281104218364768e-20,-1.3943703546487137e-20,0.0
0b000,320,1.15382579570662e-20,-1.0368684188965816e-20,-1.3984342837317795e-20,0.0
0b000,200,1.1240972427652036e-20,-1.0499739444453404e-20,-1.4045202478956716e-20,0.0
0b000,100,1.0994212333513284e-20,-1.0609198211719089e-20,-1.409583417581907e-20,0.0
0b001,8000,4.8704275212783024e-20,1.5273536656019926e-20,-6.021584784338504e-21,0.0
0b001,4000,2.1789093268625227e-20,5.3662111121965256e-21,-1.4655826028802806e-20,0.0
0b001,2000,1.44496957050643e-20,2.246057547237422e-21,-1.5295306566579353e-20,0.0
0b001,1000,1.2226093344801602e-20,1.1250598710946185e-21,-1.478811848149322e-20,0.0
0b001,500,1.165939471914367e-20,5.458586713389045e-22,-1.4220836197205145e-20,0.0
0b001,400,1.1559452193260036e-20,4.296920564498706e-22,-1.4113804675082913e-20,0.0
0b001,320,1.1485592344926103e-20,3.362141798715259e-22,-1.402703703740211e-20,0.0
0b001,200,1.1385026584533274e-20,1.9544431133676949e-22,-1.3891204208591488e-20,0.0
0b001,100,1.1314345882268384e-20,7.668527904404414e-23,-1.3765743324694402e-20,0.0
0b010,8000,4.8961286341325796e-20,1.5709388055497964e-20,-5.904109110054199e-21,0.0
0b010,4000,2.1700246268185674e-20,5.802247897242997e-21,-1.4755447396067597e-20,0.0
0b010,2000,1.4468736387848316e-20,2.6694059238015288e-21,-1.5274002329869356e-20,0.0
0b010,1000,1.2382647567086772e-20,1.5422958220643128e-21,-1.4629617477015092e-20,0.0
0b010,500,1.1777249809448984e-20,9.59945524194513e-22,-1.4102499491729935e-20,0.0
0b010,400,1.1674842300794483e-20,8.429388010381534e-22,-1.3998263503061752e-20,0.0
0b010,320,1.1598255177137994e-20,7.489548623352641e-22,-1.391356880640493e-20,0.0
0b010,200,1.1494851772922514e-20,6.071246878000599e-22,-1.378094063804293e-20,0.0
0b010,100,1.142127431399674e-20,4.87296131499314e-22,-1.3658290632239176e-20,0.0
0b011,8000,4.8704275212783024e-20,1.527353746595554e-20,-6.021584784338504e-21,0.0
0b011,4000,2.1789093269435327e-20,5.3662165892005016e-21,-1.4655826028802806e-20,0.0
0b011,2000,1.44496957050643e-20,2.246056657047542e-21,-1.529530655847943e-20,0.0
0b011,1000,1.2226093344801602e-20,1.1250630464480248e-21,-1.4788118481509402e-20,0.0
0b011,500,1.1659394719089459e-20,5.458594504669356e-22,-1.4220836197229538e-20,0.0
0b011,400,1.155945220133192e-20,4.296900813910237e-22,-1.411380459531274e-20,0.0
0b011,320,1.1485592263269418e-20,3.3620765734846213e-22,-1.4027036957680724e-20,0.0
0b011,200,1.1385026941886309e-20,1.9544142740991853e-22,-1.3891204123725225e-20,0.0
0b011,100,1.1314347130223031e-20,7.668026995150848e-23,-1.3765743703225972e-20,0.0
0b100,8000,4.8704275212783024e-20,1.527353746595554e-20,-6.021584784338504e-21,0.0
0b100,4000,2.1789093269435327e-20,5.366211108146523e-21,-1.4655826028802806e-20,0.0
0b100,2000,1.44496957050643e-20,2.246057456677194e-21,-1.529530656666033e-20,0.0
0b100,1000,1.2226093344801602e-20,1.1250695283154015e-21,-1.478811848148509e-20,0.0
0b100,500,1.1659394719116565e-20,5.458579115705737e-22,-1.422083619723767e-20,0.0
0b100,400,1.155945219408403e-20,4.296913020645188e-22,-1.4113804595280212e-20,0.0
0b100,320,1.1485592344996575e-20,3.3621554940716516e-22,-1.4027036941474613e-20,0.0
0b100,200,1.138502667434858e-20,1.954414662169236e-22,-1.3891203963495052e-20,0.0
0b100,100,1.1314347054090355e-20,7.66738188087794e-23,-1.3765743542160285e-20,0.0
0b101,8000,4.8961286341325796e-20,1.5709388055497964e-20,-5.904109110054199e-21,0.0
0b101,4000,2.1700246268185674e-20,5.8022479750026544e-21,-1.4755447396067597e-20,0.0
0b101,2000,1.4468736387848316e-20,2.669404215695887e-21,-1.5274002329869356e-20,0.0
0b101,1000,1.2382647567167748e-20,1.542267341613161e-21,-1.462961669135146e-20,0.0
0b101,500,1.1777249809465248e-20,9.59945456681159e-22,-1.4102499491746197e-20,0.0
0b101,400,1.1674842308909737e-20,8.429326608868532e-22,-1.399826350305362e-20,0.0
0b101,320,1.1598255169060687e-20,7.489576445714051e-22,-1.3913568821976783e-20,0.0
0b101,200,1.1494852565392986e-20,6.071203683539572e-22,-1.3780940699433166e-20,0.0
0b101,100,1.1421273585881797e-20,4.87297047478541e-22,-1.3658290292507816e-20,0.0
0b110,8000,4.8704275212783024e-20,1.527353746595554e-20,-6.021584784338504e-21,0.0
0b110,4000,2.1789093268625227e-20,5.366211181856177e-21,-1.4655826028802806e-20,0.0
0b110,2000,1.44496957050643e-20,2.246056737135524e-21,-1.5295306566579353e-20,0.0
0b110,1000,1.2226093425713577e-20,1.1250701878053536e-21,-1.4788118481509486e-20,0.0
0b110,500,1.16593947192033e-20,5.458509640677657e-22,-1.4220836197205145e-20,0.0
0b110,400,1.1559453003370477e-20,4.296891048487293e-22,-1.411380459613131e-20,0.0
0b110,320,1.1485592256021525e-20,3.362090605321041e-22,-1.4027036882082018e-20,0.0
0b110,200,1.1385026673524588e-20,1.954404608259364e-22,-1.3891203972595574e-20,0.0
0b110,100,1.1314346806241739e-20,7.667672844992009e-23,-1.3765743523409687e-20,0.0
0b111,8000,4.9461649332741974e-20,3.581546009420695e-21,-5.688625111960446e-21,0.0
0b111,4000,2.5363317182849112e-20,-5.5576464883883235e-21,-1.1122146985565091e-20,0.0
0b111,2000,1.67683022175483e-20,-8.549099103669506e-21,-1.2987648130300342e-20,0.0
0b111,1000,1.3391187746780088e-20,-9.62205468304434e-21,-1.3631843481689678e-20,0.0
0b111,500,1.1997917519087005e-20,-1.0171600438326404e-20,-1.3892734422575023e-20,0.0
0b111,400,1.1739593267798549e-20,-1.0281103564637932e-20,-1.3943703546495268e-20,0.0
0b111,320,1.153825795713125e-20,-1.0368684523321337e-20,-1.3984342679410525e-20,0.0
0b111,200,1.1240972929366592e-20,-1.0499736193971732e-20,-1.4045202332533857e-20,0.0
0b111,100,1.099421208074781e-20,-1.0609197486437388e-20,-1.409583436094456e-20,0.0
