0b1110100000101000,8000,4.1892181799126776e-18,3.7599623589042336e-18
0b1110100000101000,4000,2.3277337519736018e-18,2.0584079588331986e-18
0b1110100000101000,2000,1.5377071723471599e-18,1.32698131717907e-18
0b1110100000101000,1000,1.230984149602457e-18,1.0442411334461366e-18
0b1110100000101000,500,1.0962858584804066e-18,9.203817933594038e-19
0b1110100000101000,400,1.0683933970283645e-18,8.9456275249738e-19
0b1110100000101000,320,1.0452332459909715e-18,8.730479465499116e-19
0b1110100000101000,200,1.0077579778173637e-18,8.380093859596159e-19
0b1110100000101000,100,9.727732349177093e-19,8.050939171966778e-19
0b1011001010001000,8000,4.212603940002891e-18,3.7879493192775705e-18
0b1011001010001000,4000,2.3365534673852183e-18,2.0712504398691266e-18
0b1011001010001000,2000,1.5518669139480743e-18,1.3452776901631408e-18
0b1011001010001000,1000,1.2425227890352438e-18,1.0598917965185866e-18
0b1011001010001000,500,1.1044637162696152e-18,9.327396641373135e-19
0b1011001010001000,400,1.0760826134236134e-18,9.064471304940002e-19
0b1011001010001000,320,1.0526762851270151e-18,8.846860172832313e-19
0b1011001010001000,200,1.0147760459828758e-18,8.492440233958227e-19
0b1011001010001000,100,9.792583041613663e-19,8.157977186563773e-19
0b1111101111010110,8000,4.327327733032977e-18,3.895118483362902e-18
0b1111101111010110,4000,2.428937674520159e-18,2.1555701640269366e-18
0b1111101111010110,2000,1.6568405487762194e-18,1.4421771516788235e-18
0b1111101111010110,1000,1.36342940937888e-18,1.1726744001064943e-18
0b1111101111010110,500,1.2355311673067616e-18,1.0555869057379918e-18
0b1111101111010110,400,1.2088367870411012e-18,1.0309657050550766e-18
0b1111101111010110,320,1.1868522114319839e-18,1.010610705694629e-18
0b1111101111010110,200,1.151279955390718e-18,9.774873543454308e-19
0b1111101111010110,100,1.1175342940348184e-18,9.457813753205407e-19
0b1011000011110011,8000,4.2129660614251384e-18,3.788629056485804e-18
0b1011000011110011,4000,2.3442247050727337e-18,2.078914581732776e-18
0b1011000011110011,2000,1.5612154837289072e-18,1.3546095832369327e-18
0b1011000011110011,1000,1.2601337176195818e-18,1.0775648691393807e-18
0b1011000011110011,500,1.1249884586830827e-18,9.53294133158915e-19
0b1011000011110011,400,1.0970911399736185e-18,9.27477368568066e-19
0b1011000011110011,320,1.0739233217331237e-18,9.059661654329954e-19
0b1011000011110011,200,1.0362955414808528e-18,8.70791453788773e-19
0b1011000011110011,100,1.001251368062386e-18,8.378355620337113e-19
0b0111010110000110,8000,4.262523851195589e-18,3.8340994862033325e-18
0b0111010110000110,4000,2.3893925171608185e-18,2.1200500368483397e-18
0b0111010110000110,2000,1.6050311991372676e-18,1.394397260617094e-18
0b0111010110000110,1000,1.3050695397291082e-18,1.1183791351935985e-18
0b0111010110000110,500,1.1735299206657532e-18,9.977024951150538e-19
0b0111010110000110,400,1.1460350486242189e-18,9.7228694001799e-19
