time,"I(R0)","I(R1)","I(R2)","I(LQ|XI227)","I(LQ|XI228)"
6.228000e-10,-5.313034e-04,1.129996e-03,-6.113605e-04,-6.914297e-05,-5.948465e-05
6.230000e-10,-5.351350e-04,1.129996e-03,-6.080099e-04,-6.899423e-05,-5.913389e-05
6.232000e-10,-5.389449e-04,1.129996e-03,-6.046353e-04,-6.884386e-05,-5.881104e-05
6.234000e-10,-5.427331e-04,1.129996e-03,-6.012368e-04,-6.869722e-05,-5.853353e-05
6.236000e-10,-5.464993e-04,1.129995e-03,-5.978144e-04,-6.855849e-05,-5.831248e-05
6.238000e-10,-5.502436e-04,1.129994e-03,-5.943684e-04,-6.843016e-05,-5.815188e-05
6.240000e-10,-5.539660e-04,1.129993e-03,-5.908989e-04,-6.831281e-05,-5.804867e-05
6.242000e-10,-5.576666e-04,1.129992e-03,-5.874061e-04,-6.820513e-05,-5.799348e-05
6.244000e-10,-5.613454e-04,1.129992e-03,-5.838901e-04,-6.810421e-05,-5.797211e-05
6.246000e-10,-5.650025e-04,1.129991e-03,-5.803511e-04,-6.800599e-05,-5.796720e-05
6.248000e-10,-5.686379e-04,1.129991e-03,-5.767892e-04,-6.790586e-05,-5.796029e-05
6.250000e-10,-5.722514e-04,1.129991e-03,-5.732047e-04,-6.779925e-05,-5.793363e-05
6.252000e-10,-5.758429e-04,1.129992e-03,-5.695975e-04,-6.768217e-05,-5.787194e-05
6.254000e-10,-5.794120e-04,1.129993e-03,-5.659680e-04,-6.755168e-05,-5.776361e-05
6.256000e-10,-5.829584e-04,1.129994e-03,-5.623161e-04,-6.740610e-05,-5.760147e-05
6.258000e-10,-5.864817e-04,1.129996e-03,-5.586421e-04,-6.724511e-05,-5.738309e-05
6.260000e-10,-5.899816e-04,1.129997e-03,-5.549460e-04,-6.706962e-05,-5.711050e-05
6.262000e-10,-5.934578e-04,1.129998e-03,-5.512280e-04,-6.688155e-05,-5.678955e-05
6.264000e-10,-5.969103e-04,1.129998e-03,-5.474883e-04,-6.668344e-05,-5.642901e-05
6.266000e-10,-6.003387e-04,1.129999e-03,-5.437269e-04,-6.647811e-05,-5.603954e-05
6.268000e-10,-6.037430e-04,1.129999e-03,-5.399441e-04,-6.626827e-05,-5.563256e-05
6.270000e-10,-6.071233e-04,1.129998e-03,-5.361399e-04,-6.605620e-05,-5.521929e-05
6.272000e-10,-6.104793e-04,1.129998e-03,-5.323144e-04,-6.584355e-05,-5.480988e-05
6.274000e-10,-6.138112e-04,1.129997e-03,-5.284679e-04,-6.563120e-05,-5.441268e-05
6.276000e-10,-6.171189e-04,1.129997e-03,-5.246005e-04,-6.541922e-05,-5.403378e-05
6.278000e-10,-6.204025e-04,1.129996e-03,-5.207123e-04,-6.520694e-05,-5.367667e-05
6.280000e-10,-6.236618e-04,1.129996e-03,-5.168035e-04,-6.499305e-05,-5.334211e-05
6.282000e-10,-6.268970e-04,1.129996e-03,-5.128743e-04,-6.477578e-05,-5.302821e-05
6.284000e-10,-6.301078e-04,1.129996e-03,-5.089248e-04,-6.455308e-05,-5.273061e-05
6.286000e-10,-6.332940e-04,1.129997e-03,-5.049553e-04,-6.432276e-05,-5.244287e-05
6.288000e-10,-6.364554e-04,1.129997e-03,-5.009659e-04,-6.408272e-05,-5.215699e-05
6.290000e-10,-6.395917e-04,1.129998e-03,-4.969568e-04,-6.383104e-05,-5.186395e-05
6.292000e-10,-6.427027e-04,1.129999e-03,-4.929282e-04,-6.356610e-05,-5.155440e-05
6.294000e-10,-6.457880e-04,1.130000e-03,-4.888802e-04,-6.328662e-05,-5.121927e-05
6.296000e-10,-6.488477e-04,1.130000e-03,-4.848130e-04,-6.299172e-05,-5.085032e-05
6.298000e-10,-6.518814e-04,1.130001e-03,-4.807268e-04,-6.268090e-05,-5.044060e-05
6.300000e-10,-6.548891e-04,1.130001e-03,-4.766216e-04,-6.235395e-05,-4.998474e-05
6.302000e-10,-6.578709e-04,1.130001e-03,-4.724977e-04,-6.201095e-05,-4.947901e-05
6.304000e-10,-6.608265e-04,1.130001e-03,-4.683551e-04,-6.165215e-05,-4.892128e-05
6.306000e-10,-6.637559e-04,1.130001e-03,-4.641939e-04,-6.127784e-05,-4.831079e-05
6.308000e-10,-6.666593e-04,1.130001e-03,-4.600143e-04,-6.088830e-05,-4.764776e-05
6.310000e-10,-6.695364e-04,1.130001e-03,-4.558164e-04,-6.048366e-05,-4.693302e-05
6.312000e-10,-6.723872e-04,1.130001e-03,-4.516005e-04,-6.006384e-05,-4.616755e-05
6.314000e-10,-6.752118e-04,1.130001e-03,-4.473666e-04,-5.962848e-05,-4.535212e-05
6.316000e-10,-6.780098e-04,1.130002e-03,-4.431149e-04,-5.917686e-05,-4.448692e-05
6.318000e-10,-6.807813e-04,1.130002e-03,-4.388458e-04,-5.870793e-05,-4.357133e-05
6.320000e-10,-6.835259e-04,1.130002e-03,-4.345593e-04,-5.822026e-05,-4.260375e-05
6.322000e-10,-6.862436e-04,1.130003e-03,-4.302556e-04,-5.771206e-05,-4.158147e-05
6.324000e-10,-6.889342e-04,1.130003e-03,-4.259351e-04,-5.718118e-05,-4.050067e-05
6.326000e-10,-6.915975e-04,1.130004e-03,-4.215979e-04,-5.662514e-05,-3.935635e-05
6.328000e-10,-6.942333e-04,1.130004e-03,-4.172442e-04,-5.604116e-05,-3.814241e-05
6.330000e-10,-6.968416e-04,1.130004e-03,-4.128742e-04,-5.542610e-05,-3.685161e-05
6.332000e-10,-6.994222e-04,1.130005e-03,-4.084880e-04,-5.477656e-05,-3.547572e-05
6.334000e-10,-7.019751e-04,1.130005e-03,-4.040858e-04,-5.408875e-05,-3.400549e-05
6.336000e-10,-7.045003e-04,1.130006e-03,-3.996676e-04,-5.335856e-05,-3.243092e-05
6.338000e-10,-7.069976e-04,1.130006e-03,-3.952336e-04,-5.258146e-05,-3.074145e-05
6.340000e-10,-7.094671e-04,1.130006e-03,-3.907839e-04,-5.175246e-05,-2.892631e-05
6.342000e-10,-7.119086e-04,1.130006e-03,-3.863185e-04,-5.086605e-05,-2.697517e-05
6.344000e-10,-7.143221e-04,1.130007e-03,-3.818377e-04,-4.991611e-05,-2.487882e-05
6.346000e-10,-7.167075e-04,1.130007e-03,-3.773416e-04,-4.889579e-05,-2.263028e-05
6.348000e-10,-7.190647e-04,1.130007e-03,-3.728304e-04,-4.779744e-05,-2.022613e-05
6.350000e-10,-7.213936e-04,1.130007e-03,-3.683044e-04,-4.661241e-05,-1.766805e-05
6.352000e-10,-7.236940e-04,1.130007e-03,-3.637638e-04,-4.533096e-05,-1.496460e-05
6.354000e-10,-7.259659e-04,1.130007e-03,-3.592090e-04,-4.394210e-05,-1.213299e-05
6.356000e-10,-7.282091e-04,1.130007e-03,-3.546402e-04,-4.243344e-05,-9.200499e-06
6.358000e-10,-7.304234e-04,1.130007e-03,-3.500577e-04,-4.079109e-05,-6.205380e-06
6.360000e-10,-7.326089e-04,1.130008e-03,-3.454618e-04,-3.899966e-05,-3.196791e-06
6.362000e-10,-7.347654e-04,1.130008e-03,-3.408525e-04,-3.704233e-05,-2.336019e-07
6.364000e-10,-7.368928e-04,1.130009e-03,-3.362300e-04,-3.490122e-05,2.617908e-06
6.366000e-10,-7.389911e-04,1.130010e-03,-3.315943e-04,-3.255798e-05,5.287201e-06
6.368000e-10,-7.410602e-04,1.130011e-03,-3.269456e-04,-2.999494e-05,7.703046e-06
6.370000e-10,-7.431000e-04,1.130012e-03,-3.222841e-04,-2.719676e-05,9.797015e-06
6.372000e-10,-7.451105e-04,1.130013e-03,-3.176099e-04,-2.415286e-05,1.150660e-05
6.374000e-10,-7.470917e-04,1.130014e-03,-3.129232e-04,-2.086061e-05,1.277789e-05
6.376000e-10,-7.490434e-04,1.130015e-03,-3.082243e-04,-1.732911e-05,1.356783e-05
6.378000e-10,-7.509655e-04,1.130016e-03,-3.035132e-04,-1.358311e-05,1.384648e-05
6.380000e-10,-7.528581e-04,1.130017e-03,-2.987900e-04,-9.666374e-06,1.359913e-05
6.382000e-10,-7.547210e-04,1.130018e-03,-2.940545e-04,-5.643278e-06,1.282858e-05
6.384000e-10,-7.565541e-04,1.130019e-03,-2.893069e-04,-1.597872e-06,1.155725e-05
6.386000e-10,-7.583573e-04,1.130019e-03,-2.845474e-04,2.370152e-06,9.829029e-06
6.388000e-10,-7.601305e-04,1.130019e-03,-2.797761e-04,6.152011e-06,7.710302e-06
6.390000e-10,-7.618737e-04,1.130018e-03,-2.749934e-04,9.637505e-06,5.289778e-06
6.392000e-10,-7.635868e-04,1.130018e-03,-2.701998e-04,1.272207e-05,2.676445e-06
6.394000e-10,-7.652698e-04,1.130017e-03,-2.653957e-04,1.531194e-05,-4.777873e-09
6.396000e-10,-7.669225e-04,1.130017e-03,-2.605816e-04,1.732708e-05,-2.619722e-06
6.398000e-10,-7.685449e-04,1.130017e-03,-2.557578e-04,1.870272e-05,-5.033381e-06
6.400000e-10,-7.701369e-04,1.130017e-03,-2.509244e-04,1.939053e-05,-7.118900e-06
6.402000e-10,-7.716986e-04,1.130018e-03,-2.460813e-04,1.936047e-05,-8.765860e-06
6.404000e-10,-7.732298e-04,1.130019e-03,-2.412285e-04,1.860357e-05,-9.886975e-06
6.406000e-10,-7.747305e-04,1.130019e-03,-2.363660e-04,1.713560e-05,-1.042305e-05
6.408000e-10,-7.762006e-04,1.130020e-03,-2.314937e-04,1.500100e-05,-1.034652e-05
6.410000e-10,-7.776401e-04,1.130020e-03,-2.266117e-04,1.227642e-05,-9.664153e-06
6.412000e-10,-7.790489e-04,1.130019e-03,-2.217200e-04,9.073010e-06,-8.418836e-06
6.414000e-10,-7.804269e-04,1.130018e-03,-2.168189e-04,5.535957e-06,-6.690025e-06
6.416000e-10,-7.817742e-04,1.130017e-03,-2.119087e-04,1.839932e-06,-4.591755e-06
6.418000e-10,-7.830906e-04,1.130015e-03,-2.069897e-04,-1.820670e-06,-2.267233e-06
6.420000e-10,-7.843760e-04,1.130013e-03,-2.020625e-04,-5.245930e-06,1.203597e-07
6.422000e-10,-7.856305e-04,1.130011e-03,-1.971276e-04,-8.246467e-06,2.400218e-06
6.424000e-10,-7.868540e-04,1.130010e-03,-1.921857e-04,-1.065787e-05,4.407840e-06
6.426000e-10,-7.880464e-04,1.130010e-03,-1.872369e-04,-1.235100e-05,5.998588e-06
6.428000e-10,-7.892076e-04,1.130010e-03,-1.822816e-04,-1.323781e-05,7.059267e-06
6.430000e-10,-7.903378e-04,1.130010e-03,-1.773196e-04,-1.327448e-05,7.516884e-06
6.432000e-10,-7.914367e-04,1.130010e-03,-1.723508e-04,-1.246389e-05,7.344488e-06
6.434000e-10,-7.925043e-04,1.130011e-03,-1.673750e-04,-1.085866e-05,6.564227e-06
6.436000e-10,-7.935407e-04,1.130011e-03,-1.623921e-04,-8.563797e-06,5.247460e-06
6.438000e-10,-7.945458e-04,1.130011e-03,-1.574023e-04,-5.736101e-06,3.511253e-06
6.440000e-10,-7.955195e-04,1.130010e-03,-1.524057e-04,-2.577694e-06,1.510417e-06
6.442000e-10,-7.964619e-04,1.130009e-03,-1.474029e-04,6.778918e-07,-5.752169e-07
6.444000e-10,-7.973727e-04,1.130008e-03,-1.423943e-04,3.785665e-06,-2.557390e-06
6.446000e-10,-7.982521e-04,1.130008e-03,-1.373807e-04,6.511558e-06,-4.257736e-06
6.448000e-10,-7.991000e-04,1.130008e-03,-1.323624e-04,8.653023e-06,-5.525165e-06
6.450000e-10,-7.999163e-04,1.130008e-03,-1.273398e-04,1.005496e-05,-6.250115e-06
6.452000e-10,-8.007011e-04,1.130010e-03,-1.223129e-04,1.062037e-05,-6.374544e-06
6.454000e-10,-8.014542e-04,1.130011e-03,-1.172815e-04,1.031680e-05,-5.897437e-06
6.456000e-10,-8.021757e-04,1.130013e-03,-1.122452e-04,9.179836e-06,-4.875760e-06
6.458000e-10,-8.028656e-04,1.130014e-03,-1.072038e-04,7.313642e-06,-3.420473e-06
6.460000e-10,-8.035237e-04,1.130014e-03,-1.021572e-04,4.886829e-06,-1.686931e-06
6.462000e-10,-8.041501e-04,1.130013e-03,-9.710559e-05,2.121386e-06,1.404375e-07
6.464000e-10,-8.047448e-04,1.130013e-03,-9.204949e-05,-7.265103e-07,1.867960e-06
6.466000e-10,-8.053076e-04,1.130011e-03,-8.698965e-05,-3.392106e-06,3.314372e-06
6.468000e-10,-8.058387e-04,1.130011e-03,-8.192681e-05,-5.629842e-06,4.331029e-06
6.470000e-10,-8.063380e-04,1.130010e-03,-7.686151e-05,-7.238255e-06,4.817977e-06
6.472000e-10,-8.068055e-04,1.130011e-03,-7.179397e-05,-8.078653e-06,4.734414e-06
6.474000e-10,-8.072411e-04,1.130011e-03,-6.672410e-05,-8.086785e-06,4.103031e-06
6.476000e-10,-8.076448e-04,1.130012e-03,-6.165161e-05,-7.278372e-06,3.007980e-06
6.478000e-10,-8.080167e-04,1.130012e-03,-5.657621e-05,-5.749058e-06,1.586150e-06
6.480000e-10,-8.083566e-04,1.130012e-03,-5.149783e-05,-3.667856e-06,1.174020e-08
6.482000e-10,-8.086647e-04,1.130012e-03,-4.641673e-05,-1.262315e-06,-1.524659e-06
6.484000e-10,-8.089408e-04,1.130011e-03,-4.133348e-05,1.205171e-06,-2.839745e-06
6.486000e-10,-8.091850e-04,1.130010e-03,-3.624881e-05,3.467453e-06,-3.780283e-06
6.488000e-10,-8.093972e-04,1.130010e-03,-3.116339e-05,5.283961e-06,-4.241632e-06
6.490000e-10,-8.095775e-04,1.130010e-03,-2.607765e-05,6.467762e-06,-4.179874e-06
6.492000e-10,-8.097258e-04,1.130011e-03,-2.099163e-05,6.904919e-06,-3.616626e-06
6.494000e-10,-8.098421e-04,1.130012e-03,-1.590511e-05,6.565368e-06,-2.636221e-06
6.496000e-10,-8.099265e-04,1.130013e-03,-1.081771e-05,5.505839e-06,-1.375206e-06
6.498000e-10,-8.099789e-04,1.130014e-03,-5.729196e-06,3.864720e-06,-4.708248e-09
6.500000e-10,-8.099994e-04,1.130014e-03,-6.396131e-07,1.847835e-06,1.292498e-06
6.502000e-10,-8.099878e-04,1.130013e-03,4.450634e-06,-2.953517e-07,2.346920e-06
6.504000e-10,-8.099443e-04,1.130013e-03,9.540900e-06,-2.303000e-06,3.025271e-06
6.506000e-10,-8.098688e-04,1.130012e-03,1.463050e-05,-3.934644e-06,3.247929e-06
6.508000e-10,-8.097613e-04,1.130012e-03,1.971895e-05,-5.001429e-06,2.998786e-06
6.510000e-10,-8.096219e-04,1.130012e-03,2.480604e-05,-5.388380e-06,2.326605e-06
6.512000e-10,-8.094505e-04,1.130012e-03,2.989187e-05,-5.066906e-06,1.337772e-06
6.514000e-10,-8.092471e-04,1.130013e-03,3.497665e-05,-4.097361e-06,1.810576e-07
6.516000e-10,-8.090118e-04,1.130013e-03,4.006049e-05,-2.621619e-06,-9.739936e-07
6.518000e-10,-8.087446e-04,1.130013e-03,4.514327e-05,-8.453387e-07,-1.961989e-06
6.520000e-10,-8.084454e-04,1.130012e-03,5.022459e-05,9.892922e-07,-2.645893e-06
6.522000e-10,-8.081143e-04,1.130012e-03,5.530386e-05,2.637044e-06,-2.936553e-06
6.524000e-10,-8.077513e-04,1.130012e-03,6.038052e-05,3.883713e-06,-2.804706e-06
6.526000e-10,-8.073565e-04,1.130012e-03,6.545422e-05,4.574854e-06,-2.284083e-06
6.528000e-10,-8.069297e-04,1.130012e-03,7.052488e-05,4.635138e-06,-1.465394e-06
6.530000e-10,-8.064711e-04,1.130013e-03,7.559263e-05,4.076734e-06,-4.819601e-07
6.532000e-10,-8.059807e-04,1.130014e-03,8.065763e-05,2.996487e-06,5.111849e-07
6.534000e-10,-8.054584e-04,1.130014e-03,8.571992e-05,1.562079e-06,1.361647e-06
6.536000e-10,-8.049044e-04,1.130014e-03,9.077930e-05,-1.200833e-08,1.943425e-06
6.538000e-10,-8.043185e-04,1.130014e-03,9.583533e-05,-1.496100e-06,2.176045e-06
6.540000e-10,-8.037009e-04,1.130013e-03,1.008875e-04,-2.679516e-06,2.036037e-06
6.542000e-10,-8.030516e-04,1.130013e-03,1.059355e-04,-3.401347e-06,1.559251e-06
6.544000e-10,-8.023706e-04,1.130013e-03,1.109789e-04,-3.572754e-06,8.338804e-07
6.546000e-10,-8.016579e-04,1.130013e-03,1.160178e-04,-3.188051e-06,-1.467725e-08
6.548000e-10,-8.009135e-04,1.130014e-03,1.210521e-04,-2.323751e-06,-8.448635e-07
6.550000e-10,-8.001375e-04,1.130014e-03,1.260819e-04,-1.125951e-06,-1.522485e-06
6.552000e-10,-7.993300e-04,1.130013e-03,1.311069e-04,2.126262e-07,-1.942666e-06
6.554000e-10,-7.984908e-04,1.130013e-03,1.361268e-04,1.483024e-06,-2.046412e-06
6.556000e-10,-7.976202e-04,1.130013e-03,1.411412e-04,2.493013e-06,-1.829086e-06
6.558000e-10,-7.967181e-04,1.130013e-03,1.461498e-04,3.096815e-06,-1.339660e-06
6.560000e-10,-7.957845e-04,1.130013e-03,1.511523e-04,3.216543e-06,-6.711014e-07
6.562000e-10,-7.948195e-04,1.130013e-03,1.561488e-04,2.852343e-06,5.642834e-08
6.564000e-10,-7.938232e-04,1.130014e-03,1.611391e-04,2.080326e-06,7.167456e-07
6.566000e-10,-7.927955e-04,1.130014e-03,1.661233e-04,1.038909e-06,1.199500e-06
6.568000e-10,-7.917365e-04,1.130014e-03,1.711013e-04,-9.452871e-08,1.428809e-06
6.570000e-10,-7.906463e-04,1.130014e-03,1.760726e-04,-1.133231e-06,1.375377e-06
6.572000e-10,-7.895248e-04,1.130014e-03,1.810370e-04,-1.911928e-06,1.060139e-06
6.574000e-10,-7.883722e-04,1.130014e-03,1.859941e-04,-2.313476e-06,5.490269e-07
6.576000e-10,-7.871884e-04,1.130014e-03,1.909438e-04,-2.286688e-06,-5.999547e-08
6.578000e-10,-7.859735e-04,1.130014e-03,1.958858e-04,-1.852720e-06,-6.552519e-07
6.580000e-10,-7.847276e-04,1.130014e-03,2.008201e-04,-1.099472e-06,-1.131699e-06
6.582000e-10,-7.834507e-04,1.130014e-03,2.057466e-04,-1.651667e-07,-1.409575e-06
6.584000e-10,-7.821429e-04,1.130014e-03,2.106649e-04,7.862097e-07,-1.447943e-06
6.586000e-10,-7.808042e-04,1.130014e-03,2.155749e-04,1.593486e-06,-1.250771e-06
6.588000e-10,-7.794347e-04,1.130013e-03,2.204763e-04,2.125846e-06,-8.646395e-07
6.590000e-10,-7.780344e-04,1.130013e-03,2.253689e-04,2.304361e-06,-3.687698e-07
6.592000e-10,-7.766034e-04,1.130013e-03,2.302524e-04,2.113838e-06,1.406333e-07
6.594000e-10,-7.751418e-04,1.130013e-03,2.351268e-04,1.603314e-06,5.687108e-07
6.596000e-10,-7.736496e-04,1.130013e-03,2.399919e-04,8.755120e-07,8.394914e-07
6.598000e-10,-7.721268e-04,1.130013e-03,2.448476e-04,6.730018e-08,9.093605e-07
6.600000e-10,-7.705736e-04,1.130013e-03,2.496936e-04,-6.753818e-07,7.740084e-07
6.602000e-10,-7.689900e-04,1.130013e-03,2.545298e-04,-1.223627e-06,4.677386e-07
6.604000e-10,-7.673760e-04,1.130012e-03,2.593559e-04,-1.487923e-06,5.550829e-08
6.606000e-10,-7.657317e-04,1.130012e-03,2.641718e-04,-1.432748e-06,-3.805650e-07
6.608000e-10,-7.640572e-04,1.130012e-03,2.689772e-04,-1.080975e-06,-7.575037e-07
6.610000e-10,-7.623525e-04,1.130012e-03,2.737719e-04,-5.076717e-07,-1.007378e-06
6.612000e-10,-7.606176e-04,1.130011e-03,2.785558e-04,1.752923e-07,-1.089762e-06
6.614000e-10,-7.588527e-04,1.130011e-03,2.833287e-04,8.408178e-07,-9.984335e-07
6.616000e-10,-7.570578e-04,1.130010e-03,2.880902e-04,1.370306e-06,-7.611893e-07
6.618000e-10,-7.552331e-04,1.130010e-03,2.928404e-04,1.675095e-06,-4.330679e-07
6.620000e-10,-7.533785e-04,1.130009e-03,2.975788e-04,1.711652e-06,-8.451492e-08
6.622000e-10,-7.514942e-04,1.130009e-03,3.023054e-04,1.487872e-06,2.130060e-07
6.624000e-10,-7.495802e-04,1.130008e-03,3.070199e-04,1.059605e-06,4.010443e-07
6.626000e-10,-7.476367e-04,1.130007e-03,3.117223e-04,5.184230e-07,4.450736e-07
6.628000e-10,-7.456636e-04,1.130007e-03,3.164123e-04,-2.685604e-08,3.402279e-07
6.630000e-10,-7.436612e-04,1.130006e-03,3.210898e-04,-4.712365e-07,1.109123e-07
6.632000e-10,-7.416294e-04,1.130005e-03,3.257546e-04,-7.331694e-07,-1.954006e-07
6.634000e-10,-7.395684e-04,1.130004e-03,3.304068e-04,-7.690355e-07,-5.187133e-07
6.636000e-10,-7.374782e-04,1.130004e-03,3.350462e-04,-5.798801e-07,-7.990876e-07
6.638000e-10,-7.353588e-04,1.130004e-03,3.396728e-04,-2.093818e-07,-9.886385e-07
6.640000e-10,-7.332104e-04,1.130004e-03,3.442866e-04,2.662388e-07,-1.060519e-06
6.642000e-10,-7.310331e-04,1.130005e-03,3.488875e-04,7.541489e-07,-1.013184e-06
6.644000e-10,-7.288268e-04,1.130006e-03,3.534753e-04,1.163404e-06,-8.692498e-07
6.646000e-10,-7.265918e-04,1.130008e-03,3.580498e-04,1.422357e-06,-6.694186e-07
6.648000e-10,-7.243280e-04,1.130010e-03,3.626104e-04,1.491623e-06,-4.629328e-07
6.650000e-10,-7.220356e-04,1.130012e-03,3.671568e-04,1.370243e-06,-2.967082e-07
6.652000e-10,-7.197147e-04,1.130013e-03,3.716886e-04,1.094099e-06,-2.054859e-07
6.654000e-10,-7.173654e-04,1.130015e-03,3.762053e-04,7.271930e-07,-2.050462e-07
6.656000e-10,-7.149879e-04,1.130016e-03,3.807067e-04,3.477791e-07,-2.898014e-07
6.658000e-10,-7.125821e-04,1.130017e-03,3.851926e-04,3.229524e-08,-4.351057e-07
6.660000e-10,-7.101482e-04,1.130018e-03,3.896628e-04,-1.596519e-07,-6.035957e-07
6.662000e-10,-7.076863e-04,1.130018e-03,3.941171e-04,-1.962990e-07,-7.540364e-07
6.664000e-10,-7.051965e-04,1.130018e-03,3.985553e-04,-7.870047e-08,-8.506581e-07
6.666000e-10,-7.026789e-04,1.130018e-03,4.029771e-04,1.610838e-07,-8.709411e-07
6.668000e-10,-7.001336e-04,1.130017e-03,4.073827e-04,4.679413e-07,-8.102102e-07
6.670000e-10,-6.975606e-04,1.130016e-03,4.117718e-04,7.759449e-07,-6.821552e-07
6.672000e-10,-6.949600e-04,1.130015e-03,4.161447e-04,1.022224e-06,-5.153095e-07
6.674000e-10,-6.923320e-04,1.130014e-03,4.205012e-04,1.159593e-06,-3.463968e-07
6.676000e-10,-6.896766e-04,1.130013e-03,4.248416e-04,1.165434e-06,-2.121081e-07
6.678000e-10,-6.869939e-04,1.130013e-03,4.291656e-04,1.045172e-06,-1.411520e-07
6.680000e-10,-6.842841e-04,1.130013e-03,4.334732e-04,8.298942e-07,-1.482973e-07
6.682000e-10,-6.815472e-04,1.130013e-03,4.377643e-04,5.688097e-07,-2.316215e-07
6.684000e-10,-6.787835e-04,1.130013e-03,4.420387e-04,3.183482e-07,-3.734342e-07
6.686000e-10,-6.759929e-04,1.130014e-03,4.462962e-04,1.302515e-07,-5.445270e-07
6.688000e-10,-6.731757e-04,1.130016e-03,4.505363e-04,4.115770e-08,-7.106941e-07
6.690000e-10,-6.703320e-04,1.130017e-03,4.547589e-04,6.575281e-08,-8.400241e-07
6.692000e-10,-6.674618e-04,1.130019e-03,4.589634e-04,1.947414e-07,-9.093686e-07
6.694000e-10,-6.645653e-04,1.130020e-03,4.631495e-04,3.978409e-07,-9.086504e-07
6.696000e-10,-6.616426e-04,1.130021e-03,4.673169e-04,6.309574e-07,-8.422118e-07
6.698000e-10,-6.586938e-04,1.130022e-03,4.714653e-04,8.458720e-07,-7.270824e-07
6.700000e-10,-6.557191e-04,1.130022e-03,4.755947e-04,1.000321e-06,-5.887183e-07
6.702000e-10,-6.527184e-04,1.130022e-03,4.797048e-04,1.066369e-06,-4.552712e-07
6.704000e-10,-6.496920e-04,1.130022e-03,4.837955e-04,1.035426e-06,-3.516970e-07
6.706000e-10,-6.466399e-04,1.130021e-03,4.878668e-04,9.190356e-07,-2.949639e-07
6.708000e-10,-6.435622e-04,1.130021e-03,4.919185e-04,7.454717e-07,-2.912929e-07
6.710000e-10,-6.404591e-04,1.130020e-03,4.959508e-04,5.530696e-07,-3.358619e-07
6.712000e-10,-6.373306e-04,1.130019e-03,4.999635e-04,3.818248e-07,-4.148376e-07
6.714000e-10,-6.341770e-04,1.130018e-03,5.039568e-04,2.651010e-07,-5.091080e-07
6.716000e-10,-6.309983e-04,1.130018e-03,5.079306e-04,2.231630e-07,-5.987660e-07
6.718000e-10,-6.277946e-04,1.130017e-03,5.118849e-04,2.597808e-07,-6.673126e-07
6.720000e-10,-6.245662e-04,1.130018e-03,5.158196e-04,3.624474e-07,-7.046973e-07
6.722000e-10,-6.213131e-04,1.130018e-03,5.197342e-04,5.059608e-07,-7.086448e-07
6.724000e-10,-6.180356e-04,1.130019e-03,5.236286e-04,6.584340e-07,-6.841496e-07
6.726000e-10,-6.147337e-04,1.130020e-03,5.275024e-04,7.883328e-07,-6.414369e-07
6.728000e-10,-6.114076e-04,1.130021e-03,5.313552e-04,8.710052e-07,-5.930053e-07
6.730000e-10,-6.080574e-04,1.130022e-03,5.351870e-04,8.933609e-07,-5.505167e-07
6.732000e-10,-6.046832e-04,1.130023e-03,5.389974e-04,8.558240e-07,-5.222602e-07
6.734000e-10,-6.012852e-04,1.130023e-03,5.427862e-04,7.713142e-07,-5.117129e-07
6.736000e-10,-5.978636e-04,1.130023e-03,5.465533e-04,6.616542e-07,-5.174182e-07
6.738000e-10,-5.944182e-04,1.130024e-03,5.502984e-04,5.523243e-07,-5.340675e-07
6.740000e-10,-5.909494e-04,1.130023e-03,5.540215e-04,4.667859e-07,-5.544003e-07
6.742000e-10,-5.874573e-04,1.130023e-03,5.577224e-04,4.216118e-07,-5.713749e-07
6.744000e-10,-5.839419e-04,1.130022e-03,5.614013e-04,4.234182e-07,-5.800453e-07
6.746000e-10,-5.804033e-04,1.130022e-03,5.650580e-04,4.681427e-07,-5.787032e-07
6.748000e-10,-5.768418e-04,1.130021e-03,5.686927e-04,5.426763e-07,-5.690572e-07
6.750000e-10,-5.732574e-04,1.130021e-03,5.723052e-04,6.283479e-07,-5.554808e-07
6.752000e-10,-5.696504e-04,1.130021e-03,5.758954e-04,7.053901e-07,-5.435895e-07
6.754000e-10,-5.660208e-04,1.130021e-03,5.794631e-04,7.573526e-07,-5.385560e-07
6.756000e-10,-5.623689e-04,1.130021e-03,5.830082e-04,7.745058e-07,-5.436164e-07
6.758000e-10,-5.586948e-04,1.130022e-03,5.865304e-04,7.555535e-07,-5.591429e-07
6.760000e-10,-5.549988e-04,1.130022e-03,5.900295e-04,7.073824e-07,-5.824990e-07
6.762000e-10,-5.512809e-04,1.130022e-03,5.935053e-04,6.430224e-07,-6.086889e-07
6.764000e-10,-5.475414e-04,1.130023e-03,5.969575e-04,5.783729e-07,-6.316135e-07
6.766000e-10,-5.437804e-04,1.130023e-03,6.003861e-04,5.284873e-07,-6.456036e-07
6.768000e-10,-5.399980e-04,1.130024e-03,6.037908e-04,5.042597e-07,-6.468462e-07
6.770000e-10,-5.361943e-04,1.130024e-03,6.071714e-04,5.102222e-07,-6.343578e-07
6.772000e-10,-5.323694e-04,1.130024e-03,6.105279e-04,5.438739e-07,-6.102783e-07
6.774000e-10,-5.285236e-04,1.130024e-03,6.138600e-04,5.966059e-07,-5.794287e-07
