0b00000,8000,3.270884983967831e-19,1.2501478751166684e-19,3.2710991842798173e-19,1.2502598968017846e-19,3.2715556913888963e-19,1.2505025872037704e-19,3.271096395369442e-19,1.2502584934485396e-19,3.2708826569282013e-19,1.2501467190225378e-19,1.2293297334896143e-19,3.2665577466220316e-19,1.2288267199184475e-19,3.2659069035540577e-19,1.2278676238250439e-19,3.2646590607716424e-19,1.2288329150632596e-19,3.2659149194377006e-19,1.2293353544731716e-19,3.2665649347395582e-19,2.791895810678409e-19,9.127275934461001e-20,2.790950910773851e-19,9.109344170766943e-20,2.789845550734731e-19,9.078725719209111e-20,2.7909660468225446e-19,9.109580871633411e-20,2.7919145906605875e-19,9.127515780383898e-20,2.5684716049016795e-19,4.82601087204321e-19,2.5340754319526103e-19,4.794119327247565e-19,2.46939819181017e-19,4.733963551524269e-19,2.5344955052395815e-19,4.794518069564586e-19,2.5688556927586603e-19,4.826379198617786e-19,3.309529310070849e-19,1.4711685090237862e-19,1.319092594007288e-19,3.334257164088791e-19
0b00000,4000,1.1184143365038738e-19,2.660318121822259e-20,1.1184452831407927e-19,2.66053086835686e-20,1.1185038389739362e-19,2.6609338733890548e-20,1.1184450070286627e-19,2.660529066775011e-20,1.1184141278024444e-19,2.660316920188617e-20,2.690906713593771e-20,1.1261849153548816e-19,2.6911927290556577e-20,1.1262286031122083e-19,2.6917550817258557e-20,1.1263153125317821e-19,2.6911886127419242e-20,1.1262279278894515e-19,2.6909027337063894e-20,1.1261842760193146e-19,1.1226930230157204e-19,2.625593003427202e-20,1.1237307781486979e-19,2.6329983362224346e-20,1.1258363326194545e-19,2.647806199833739e-20,1.1237199126300722e-19,2.6329211204227612e-20,1.1226848349350622e-19,2.625534025932371e-20,9.67348536148017e-20,2.0998504949178147e-19,9.59836271902407e-20,2.094122696122653e-19,9.461180622487307e-20,2.0838583140924887e-19,9.599334229126747e-20,2.0942027059878892e-19,9.67442736570791e-20,2.0999320761534788e-19,1.1321133611457409e-19,3.435820149864852e-20,3.0316587788596286e-20,1.1790089193619987e-19
0b00000,2000,4.888560191874214e-20,8.866170311885666e-21,4.8885672506235534e-20,8.865996159911008e-21,4.88858432675236e-20,8.865678091916032e-21,4.8885672515198655e-20,8.865998265281222e-21,4.88856013002571e-20,8.86617201942766e-21,9.137975742941455e-21,4.8767388203583424e-20,9.13761576496015e-21,4.876747872801779e-20,9.136962170548795e-21,4.876773441943547e-20,9.13761964616433e-21,4.8767477570532415e-20,9.137979078797024e-21,4.87673877369559e-20,4.895984684253312e-20,8.990172410516382e-21,4.8964524446792055e-20,8.998396006450012e-21,4.897644598043277e-20,9.016535482449008e-21,4.8964456030536755e-20,8.998290878608572e-21,4.895979354160482e-20,8.990086163659202e-21,3.471239781600557e-20,8.931199480655141e-20,3.4441462193467797e-20,8.900816979559146e-20,3.393131753648009e-20,8.843263797206829e-20,3.444459657048526e-20,8.901176529532211e-20,3.471518376768282e-20,8.931522148665461e-20,4.7405051048438593e-20,9.961950388493383e-21,9.576481315029509e-21,4.934962870268575e-20
0b00000,1000,2.4002992735634818e-20,4.174603369572916e-21,2.4003135441753826e-20,4.1746288978680294e-21,2.4003418603948578e-20,4.17467969710535e-21,2.400313407200994e-20,4.174628591426983e-21,2.4002991279384788e-20,4.174603123621792e-21,4.361185015190977e-21,2.3951692308501435e-20,4.360968340196133e-21,2.3951747021307177e-20,4.360539427879744e-21,2.3951859169904027e-20,4.360970823336896e-21,2.3951746378102148e-20,4.361187106033711e-21,2.3951691660979193e-20,2.402709429067043e-20,4.25771992304889e-21,2.4025732617603346e-20,4.259126267904547e-21,2.4023114964169204e-20,4.261976382455317e-21,2.4025747960562005e-20,4.259109569692392e-21,2.402710683224999e-20,4.257705972736225e-21,1.2547758915267562e-20,3.922036162984341e-20,1.240096623951563e-20,3.899524244022546e-20,1.211859570380271e-20,3.855653317516039e-20,1.2402639660016338e-20,3.8997858379619435e-20,1.254919990423178e-20,3.922261715056857e-20,2.2821931480356918e-20,4.231720986513757e-21,4.411786350827161e-21,2.3999514047818555e-20
0b00000,500,1.1962191246952263e-20,2.0622423157491844e-21,1.19622615209162e-20,2.062254290436159e-21,1.1962400554756593e-20,2.0622780872152525e-21,1.1962260743982055e-20,2.0622541570297637e-21,1.1962190579948463e-20,2.062242205195625e-21,2.1674767140250632e-21,1.1946559636564537e-20,2.1673694903278454e-21,1.194658953559506e-20,2.1671568350577353e-21,1.1946650026995145e-20,2.1673707267312188e-21,1.194658926818456e-20,2.1674777572962356e-21,1.1946559518054227e-20,1.1979239953638772e-20,2.1095400741781454e-21,1.1978470026472687e-20,2.1101716756573008e-21,1.1976974677524417e-20,2.1114462281346992e-21,1.1978479221228568e-20,2.1101644375961356e-21,1.1979247928757746e-20,2.1095341368907564e-21,5.027290829749458e-21,1.807188609770449e-20,4.949107987417009e-21,1.7934310004414103e-20,4.798078608246912e-21,1.76647555477976e-20,4.950040211743951e-21,1.79359596047102e-20,5.028112575343538e-21,1.807332783063434e-20,1.132979608830902e-20,2.049590722748331e-21,2.189727947272332e-21,1.1966480058650162e-20
0b00000,400,9.565874873079215e-21,1.6471883588377212e-21,9.565930913120968e-21,1.6471978439958429e-21,9.566041948997183e-21,1.6472166676574181e-21,9.565930246516222e-21,1.6471977300565934e-21,9.565874342809713e-21,1.6471882615218851e-21,1.732825978918138e-21,9.554667580493474e-21,1.7327403101181702e-21,9.554691797331842e-21,1.7325704500984897e-21,9.554740616141342e-21,1.732741295838387e-21,9.554691526790649e-21,1.732826815444079e-21,9.554667364726932e-21,9.580131617765261e-21,1.6857000347806994e-21,9.579509822574514e-21,1.6862009357821413e-21,9.578303368623851e-21,1.6872134431607067e-21,9.579517210793016e-21,1.6861952295477392e-21,9.58013807152114e-21,1.6856953724912566e-21,3.867192456200649e-21,1.4240261519307944e-20,3.8047589773348366e-21,1.4127500592892773e-20,3.6844346506537795e-21,1.3907043973709302e-20,3.805507910275337e-21,1.4128858564137484e-20,3.8678562827108966e-21,1.4241452320750718e-20,9.056562615963324e-21,1.633882528114369e-21,1.7505417242642023e-21,9.570469693190365e-21
0b00000,320,7.650744295003956e-21,1.316437978191398e-21,7.650789036843402e-21,1.3164455008370056e-21,7.650877740032485e-21,1.316460435053577e-21,7.650788490864859e-21,1.3164454117918267e-21,7.650743868955318e-21,1.3164379021567816e-21,1.3856770480147867e-21,7.642429524576348e-21,1.3856085990216274e-21,7.642448986710006e-21,1.3854729138951413e-21,7.64248838712174e-21,1.3856093912662024e-21,7.642448769703634e-21,1.385677708095125e-21,7.642429307152663e-21,7.66245657450801e-21,1.3475850463167076e-21,7.66195819657276e-21,1.3479856588577036e-21,7.660992735526747e-21,1.3487968987406415e-21,7.661964135047037e-21,1.3479810957193681e-21,7.662461738217766e-21,1.3475813398649327e-21,3.0173374966291847e-21,1.1278135553422062e-20,2.9678262540292624e-21,1.118710106779509e-20,2.8726619919495233e-21,1.1009592888352391e-20,2.9684216352073703e-21,1.1188198979169954e-20,3.0178670837636806e-21,1.1279101562525287e-20,7.241960639684365e-21,1.3045424459021403e-21,1.3998871232145935e-21,7.655090983749268e-21
0b00000,200,4.7804807275028125e-21,8.219683415691178e-22,4.780508602344082e-21,8.219729999883747e-22,4.7805639463221104e-21,8.219822509104269e-22,4.780508307575928e-21,8.219729479540753e-22,4.780480444906488e-21,8.219682936757913e-22,8.656586585975095e-22,4.775645713265909e-21,8.656159783611415e-22,4.775658056508846e-21,8.655313736973452e-22,4.775682953131226e-21,8.656164720779998e-22,4.775657894677627e-21,8.65659073329161e-22,4.77564559282828e-21,4.7879718716121736e-21,8.41630384687174e-22,4.78766193770925e-21,8.41882820430083e-22,4.7870626172022615e-21,8.423950036280505e-22,4.787665584775518e-21,8.4187994278625265e-22,4.7879750970810206e-21,8.416280512003553e-22,1.8445096300128076e-21,6.982391368597405e-21,1.8141590076278203e-21,6.925622879962844e-21,1.7560207596423287e-21,6.81533525024991e-21,1.8145239896012097e-21,6.926307028246936e-21,1.844835211909783e-21,6.982995189149655e-21,4.5244728252952816e-21,8.140320867359285e-22,8.74603772706635e-22,4.783614636418732e-21
0b00000,100,2.3899861774280566e-21,4.108314556641962e-22,2.3900001180012346e-21,4.1083377352408295e-22,2.3900277628398594e-21,4.1083838140809874e-22,2.3899999624847174e-21,4.108337476247806e-22,2.389986038650187e-21,4.108314321879936e-22,4.327319558714969e-22,2.387600135254345e-21,4.327106478067687e-22,2.3876063451390744e-21,4.326684105589535e-22,2.38761887962231e-21,4.3271089431796e-22,2.3876062667003014e-21,4.3273216316159415e-22,2.3876000764450333e-21,2.393748127986356e-21,4.2068587693571695e-22,2.3935936546448996e-21,4.2081271821262173e-22,2.393295166205624e-21,4.210702380096481e-22,2.393595473374043e-21,4.2081127199600335e-22,2.3937497255849346e-21,4.2068470430271113e-22,9.162494042156666e-22,3.481061574826885e-21,9.012046328113575e-22,3.4527582190457005e-21,8.724199038900486e-22,3.39785189449594e-21,9.013854034451913e-22,3.453099058798317e-21,9.164107334258676e-22,3.4813625751790875e-21,2.2619215893631072e-21,4.067982765001364e-22,4.372477348529822e-22,2.391628557543977e-21
0b00001,8000,1.278221647802423e-19,3.296134308839824e-19,3.3038447045731986e-19,1.2735701073170253e-19,3.296909044290167e-19,1.2687738580617562e-19,3.292674468516239e-19,1.2658319450526095e-19,3.2906401410983457e-19,1.2644437184792044e-19,3.2172558512842064e-19,1.2064536892163173e-19,1.2309269477495418e-19,3.265048706183705e-19,1.229606297896558e-19,3.2629148464241898e-19,1.2308588160980462e-19,3.264447076592586e-19,1.2315936699862177e-19,3.2653293374349175e-19,1.0596639090803484e-19,3.0119914957998076e-19,2.9329753974294927e-19,1.0192253636037567e-19,2.878541427130572e-19,9.758668236305991e-20,2.845170578927995e-19,9.536896201027661e-20,2.831642743876438e-19,9.450433534919357e-20,1.0509831920656485e-18,1.16708900641815e-18,3.9057548600708727e-19,6.069060465944869e-19,3.3185629671433283e-19,5.473256671342749e-19,3.1996022343731535e-19,5.337429712943114e-19,3.1439260666291167e-19,5.274664491658827e-19,4.398445413857475e-19,2.366529788906984e-19,1.4748998480737364e-19,3.543867707483118e-19
