0b0,8000,1.3204876023209174e-19,3.086920867696785e-19,1.8219036057351034e-19,6.29300456564797e-19,1.848819395250028e-19,3.2807589616397636e-19,1.461683786820507e-19,1.2600843402360725e-19,1.5037102819963184e-19,1.2178724334524094e-19,1.864434826105701e-19,3.24697730213671e-19,1.8587797499129687e-19,3.0234082684867356e-19,1.5040487577319824e-19,1.0920708066192925e-19,1.504447274049652e-19,1.1186116380697954e-19,1.8587441423667573e-19,3.0757364870231185e-19
0b0,4000,2.6387081001042966e-19,1.0876319910608673e-19,3.6299490078857767e-19,2.741685494684292e-19,3.6660634517472143e-19,1.1172934435856297e-19,2.931848058622901e-19,2.6420667020453122e-20,3.0167349397156785e-19,2.680979155191279e-20,3.686048367153445e-19,1.126020004871138e-19,3.6829665048405314e-19,1.1159419444359285e-19,3.0183883473241487e-19,2.6157840052933616e-20,3.018634311988582e-19,2.6377922980337568e-20,3.6823432445963197e-19,1.1197393804462805e-19
0b0,2000,5.261327074402199e-19,3.8333318712473637e-20,7.226295924037407e-19,1.1443453373267066e-19,7.308965194132902e-19,4.88953176092523e-20,5.8667626323349795e-19,8.862431466838227e-21,6.034014269603692e-19,9.110326022603334e-21,7.343191255753629e-19,4.876566758297083e-20,7.336912449540544e-19,4.877681419033222e-20,6.037195428793081e-19,9.084022859007685e-21,6.038145906868729e-19,9.098924111243367e-21,7.335570676681374e-19,4.881613642566637e-20
0b0,1000,1.0513434940852803e-18,1.3781872057690294e-20,1.442356264625736e-18,4.668303126606807e-20,1.460659303122828e-18,2.4011276836576175e-20,1.1734736192826219e-18,4.1762991803718665e-21,1.2073314058912082e-18,4.349206743872706e-21,1.4678091770102993e-18,2.3954915873287052e-20,1.4665030898292523e-18,2.396352942892227e-20,1.2080550253922026e-18,4.340607438364617e-21,1.2081738795900304e-18,4.3428512842727896e-21,1.4662548567971023e-18,2.3975883020125017e-20
0b0,500,2.1018129969370535e-18,5.3695036131772664e-21,2.881810183564927e-18,1.9919967992987157e-20,2.920810877009953e-18,1.196624903540941e-20,2.3470033374076055e-18,2.0630323822929167e-21,2.4147173514998056e-18,2.1616874802030303e-21,2.9349958299615563e-18,1.1948461867083002e-20,2.9323626555885206e-18,1.1953002492217933e-20,2.4161756665892485e-18,2.1575838990211097e-21,2.4164155548029477e-18,2.1586651576431265e-21,2.931866141934623e-18,1.195918386011621e-20
0b0,400,2.627139424703592e-18,4.0814852198693276e-21,3.601688116174903e-18,1.5442295928248536e-20,3.650943607066363e-18,9.569110807356167e-21,2.9337632429347418e-18,1.647812096095378e-21,3.018404646561911e-18,1.7282135746035835e-21,3.6686532721760415e-18,9.556215802559282e-21,3.665357883512179e-18,9.559868550189852e-21,3.0202292972493165e-18,1.724947979623799e-21,3.0205297164138363e-18,1.72579693846856e-21,3.664736989075412e-18,9.564779818825304e-21
0b0,320,3.2838253838839974e-18,3.1500162923540857e-21,4.501610887670331e-18,1.2089617971124972e-20,4.56362620499148e-18,7.653327292108851e-21,3.667211761985606e-18,1.3169321113676786e-21,3.773012159619811e-18,1.3819967044783625e-21,4.585743795546851e-18,7.643681584299314e-21,4.581621115196895e-18,7.646612441180234e-21,3.775294369080545e-18,1.3793919067983918e-21,3.775670463453701e-18,1.380062349929341e-21,4.580844656711272e-18,7.650521421564258e-21
0b0,200,5.253938645678067e-18,1.8955104354023106e-21,7.201619324854738e-18,7.39090460060224e-21,7.301718751252827e-18,4.7820911495829854e-21,5.8675536865008835e-18,8.222737348961876e-22,6.036830392949415e-18,8.633646228962742e-22,7.337065086419678e-18,4.7764373102630994e-21,7.330461691328861e-18,4.778272279399572e-21,6.040484319028569e-18,8.617397852177015e-22,6.0410875687259165e-18,8.621526746108087e-22,7.329218300331512e-18,4.7806997416137725e-21
0b0,100,1.0507381975877484e-17,9.341534951345334e-22,1.4401856708513654e-17,3.665755603422466e-21,1.4603382595197867e-17,2.3907907124243053e-21,1.17351250960505e-17,4.1098348472031653e-22,1.2073467217771213e-17,4.315865104782844e-22,1.4673763175723457e-17,2.387998269365569e-21,1.4660556248792296e-17,2.388930712985634e-21,1.2080741289861024e-17,4.307791173530879e-22,1.208198753178083e-17,4.309778932472248e-22,1.4658056870383594e-17,2.3901225310283266e-21
0b1,8000,1.8219036057351034e-19,6.29300456564797e-19,1.3204876023209174e-19,3.086920867696785e-19,1.461683786820507e-19,1.2600843402360725e-19,1.848819395250028e-19,3.2807589616397636e-19,1.864434826105701e-19,3.24697730213671e-19,1.5037102819963184e-19,1.2178724334524094e-19,1.5040487577319824e-19,1.0920708066192925e-19,1.8587797499129687e-19,3.0234082684867356e-19,1.8587441423667573e-19,3.0757364870231185e-19,1.504447274049652e-19,1.1186116380697954e-19
0b1,4000,3.6299490078857767e-19,2.741685494683967e-19,2.6387081001042966e-19,1.0876319910608673e-19,2.931848058622901e-19,2.6420667020453122e-20,3.6660634517472143e-19,1.1172934435856297e-19,3.686048367153445e-19,1.126020004871138e-19,3.0167349397156785e-19,2.680979155191279e-20,3.0183883473241487e-19,2.6157840052933616e-20,3.6829665048405314e-19,1.1159419444359285e-19,3.6823432445963197e-19,1.1197393804462805e-19,3.018634311988582e-19,2.6377922980337568e-20
0b1,2000,7.226295924037407e-19,1.1443453373218867e-19,5.261327074402199e-19,3.833331871249322e-20,5.8667626323349795e-19,8.862431465944622e-21,7.308965194132902e-19,4.88953176092523e-20,7.343191255753629e-19,4.876566758299973e-20,6.034014269603692e-19,9.110326021500768e-21,6.037195428793081e-19,9.084022859007685e-21,7.336912449540544e-19,4.877681419135896e-20,7.335570676681374e-19,4.881613642647666e-20,6.038145906868729e-19,9.098924111255434e-21
0b1,1000,1.442356264625736e-18,4.668303126606807e-20,1.0513434940852803e-18,1.3781872057682557e-20,1.1734736192826219e-18,4.1762991803718665e-21,1.460659303122828e-18,2.4011276836576175e-20,1.4678091770102993e-18,2.395491587329093e-20,1.2073314058912082e-18,4.3492067433664144e-21,1.2080550253922026e-18,4.340607438364617e-21,1.4665030898292523e-18,2.396352942891502e-20,1.4662548567971023e-18,2.3975883020132624e-20,1.2081738795900304e-18,4.3428512842727896e-21
0b1,500,2.881810183564927e-18,1.9919967992953902e-20,2.1018129969370535e-18,5.3695036131941995e-21,2.3470033374076055e-18,2.063032382299324e-21,2.920810877009953e-18,1.1966249035396388e-20,2.9349958299615563e-18,1.1948461867083302e-20,2.4147173514998056e-18,2.1616874801780538e-21,2.416175666589241e-18,2.157583899018187e-21,2.9323626555885206e-18,1.1953002491730196e-20,2.931866141934623e-18,1.1959183860123732e-20,2.4164155548029477e-18,2.158665157640319e-21
0b1,400,3.601688116174903e-18,1.5442295926321282e-20,2.627139424703592e-18,4.081485219901997e-21,2.9337632429347418e-18,1.6478120960993749e-21,3.650943607066363e-18,9.569110807356369e-21,3.6686532721760415e-18,9.556215802559177e-21,3.018404646561911e-18,1.7282135746059563e-21,3.0202292972493165e-18,1.724947979623799e-21,3.665357883512179e-18,9.559868550192938e-21,3.664736989075412e-18,9.56477981882538e-21,3.0205297164138363e-18,1.7257969384798005e-21
0b1,320,4.501610887670331e-18,1.208961797111867e-20,3.2838253838839974e-18,3.1500162923608995e-21,3.667211761985606e-18,1.316932111352598e-21,4.56362620499148e-18,7.653327291496287e-21,4.585743795546851e-18,7.643681584270288e-21,3.773012159619811e-18,1.3819967044649788e-21,3.775294369080545e-18,1.3793919067981198e-21,4.581621115196895e-18,7.646612441180275e-21,4.580844656711272e-18,7.650521421340832e-21,3.775670463453701e-18,1.3800623499284947e-21
0b1,200,7.201619324854738e-18,7.390904600614073e-21,5.253938645678067e-18,1.8955104353821127e-21,5.8675536865008835e-18,8.222737349055661e-22,7.301718751252827e-18,4.782091149588029e-21,7.337065086419678e-18,4.776437310262649e-21,6.036830392949415e-18,8.633646228678846e-22,6.040484319028569e-18,8.617397852267037e-22,7.330461691328861e-18,4.7782722793992616e-21,7.329218300331512e-18,4.780699741626362e-21,6.0410875687259165e-18,8.62152674626966e-22
0b1,100,1.4401856708513654e-17,3.6657556034017086e-21,1.0507381975877484e-17,9.341534951563598e-22,1.17351250960505e-17,4.1098348473111787e-22,1.4603382595197867e-17,2.3907907123936213e-21,1.4673763175723457e-17,2.3879982693713122e-21,1.2073467217771213e-17,4.315865104724175e-22,1.2080741289861024e-17,4.307791173571794e-22,1.4660556248792296e-17,2.388930712980129e-21,1.4658056870383594e-17,2.3901225310169226e-21,1.208198753178083e-17,4.3097789324523865e-22
