0b0,8000,2.5475942924008624e-20,nan
0b0,4000,6.507091889668973e-21,nan
0b0,2000,4.0511226764921796e-21,nan
0b0,1000,1.7405064891881846e-21,nan
0b0,500,9.172973224724783e-22,nan
0b0,400,7.471765079079311e-22,nan
0b0,320,6.092621573613308e-22,nan
0b0,200,4.062322689694464e-22,nan
0b0,100,2.157049943350443e-22,nan
0b1,8000,2.5475942926701787e-20,nan
0b1,4000,6.5070918954535954e-21,nan
0b1,2000,4.051122529277531e-21,nan
0b1,1000,1.7405064750855513e-21,nan
0b1,500,9.172973047197265e-22,nan
0b1,400,7.471765454908676e-22,nan
0b1,320,6.092621759580238e-22,nan
0b1,200,4.06232004007609e-22,nan
0b1,100,2.1570455268135072e-22,nan
